constituent_id,contact_id,amount,payment_date
5104,67477,1000,2005-12-30
12093,67479,100,2004-02-27
12063,67553,500,2003-11-25
12063,67553,500,2005-12-30
6495,67652,50,2003-03-28
4290,67742,25,1999-11-29
4290,67742,50,2001-12-26
4290,67742,20,2003-01-06
4290,67742,25,2004-01-05
4290,67742,50,2004-12-31
7571,67798,200,1998-09-09
7571,67798,125,1998-09-09
7571,67798,500,1998-09-09
7571,67798,200,1999-05-31
7571,67798,500,2000-11-09
7571,67798,500,2001-04-03
7571,67798,225,2001-05-14
7571,67798,1000,2002-06-10
7571,67798,85,2002-06-10
7571,67798,125,2002-12-05
7571,67798,500,2003-07-08
7571,67798,500,2003-11-25
7571,67798,250,2004-07-02
7571,67798,20,2004-11-24
7571,67798,500,2004-11-24
7571,67798,500,2005-11-30
7571,67798,20,2009-12-11
4390,67810,200,1999-04-28
4390,67810,100,1999-10-27
4390,67810,300,2000-02-25
4390,67810,200,2000-05-30
4390,67810,100,2000-12-06
4390,67810,400,2001-04-03
4390,67810,200,2001-06-01
4390,67810,100,2001-12-26
4390,67810,300,2002-10-01
4390,67810,100,2003-01-06
4390,67810,300,2003-03-28
4390,67810,175,2003-06-10
4390,67810,100,2004-01-05
4390,67810,200,2004-04-29
4390,67810,100,2004-12-31
6414,67853,100,2001-06-01
11026,67888,250,2001-06-29
11326,68071,50,2001-10-25
2252,68281,150,2013-02-25
2252,68281,150,2013-06-11
2252,68281,150,2014-02-21
2252,68281,150,2014-05-28
2252,68281,100,2015-06-12
2252,68281,150,2015-08-11
10439,68282,350,2000-11-09
10439,68282,200,2000-11-09
10439,68282,5000,2002-01-28
10439,68282,5000,2003-01-06
10439,68282,500,2005-12-30
4434,68340,100,2001-06-01
4434,68340,100,2001-09-04
4434,68340,200,2002-05-31
16375,68541,200,2015-02-11
16375,68541,1000,2015-07-02
16375,68541,100,2015-11-18
7773,68631,768,1998-11-17
10359,68632,850,2000-09-28
12421,68658,500,2005-12-30
2821,68863,50,1998-12-29
2821,68863,25,2004-11-24
12759,68892,100,2007-07-17
12500,68957,2000,2005-04-18
12500,68957,1000,2006-11-29
12500,68957,1000,2007-06-19
12500,68957,500,2008-03-10
12744,69020,1000,2008-03-10
12744,69020,500,2009-04-30
4655,69107,400,1999-05-31
4655,69107,400,2000-05-15
4655,69107,500,2001-09-27
4655,69107,500,2002-11-04
4655,69107,500,2003-06-03
4655,69107,500,2004-10-26
4655,69107,500,2006-06-13
10023,69366,200,2000-05-30
11859,69756,250,2002-09-04
10424,69909,175,2000-10-11
11100,67454,70,2001-09-06
9232,67469,250,2000-02-01
9232,67469,100,2001-09-04
9232,67469,200,2003-08-06
11106,67490,30,2001-09-06
4390,67810,200,2000-12-21
8025,68012,13200,1998-12-31
11839,68905,60,2002-08-27
11094,68959,50,2001-09-06
12426,67437,120,2007-12-05
5104,67477,1000,2007-01-03
5104,67477,1500,2007-12-05
5104,67477,1500,2008-11-25
5104,67477,1500,2010-01-13
5104,67477,1500,2010-12-15
7571,67798,500,2006-07-19
7571,67798,500,2007-01-03
7571,67798,80,2007-11-14
7571,67798,500,2008-11-25
7571,67798,500,2009-11-12
7571,67798,500,2010-12-02
7571,67798,20,2011-12-14
7571,67798,500,2011-12-14
7571,67798,500,2012-11-01
7571,67798,20,2012-11-27
14392,67822,1500,2008-12-23
14392,67822,2000,2009-12-11
14392,67822,2000,2010-12-02
14392,67822,2000,2011-12-28
14392,67822,2000,2013-01-11
4409,68061,1000,2012-02-10
4409,68061,1000,2015-04-27
5059,68067,120,2017-04-11
2252,68281,150,2012-02-09
2252,68281,150,2012-07-04
12500,68957,1000,2010-04-13
12500,68957,1000,2012-02-13
14905,67795,250,2011-03-16
14905,67795,250,2012-04-02
14905,67795,250,2013-01-18
14905,67795,250,2014-03-28
46095,68355,9.71,2020-12-29
46095,68355,30,2021-05-07
46095,68355,10,2021-06-15
46095,68355,24.28,2022-01-26
46095,68355,20,2022-02-04
46095,68355,50,2022-10-04
46095,68355,500,2023-02-10
46095,68355,23,2023-06-01
46307,68460,100,2022-08-26
14920,69431,150,2011-04-06
14920,69431,100,2014-12-23
14920,69431,250,2016-02-04
14920,69431,100,2017-06-16
14920,69431,100,2021-12-27
14920,69431,150,2023-05-01
14920,69431,100,2023-12-10
46095,68355,80,2021-07-01
46095,68355,77.68,2021-10-01
46095,68355,80,2021-12-30
15181,69561,50,2017-12-29
15181,69561,25,2021-01-15
16358,67438,130,2015-01-14
14905,67795,250,2015-04-09
46257,67464,200,2022-01-26
11966,67471,15000,2003-03-07
16795,67475,500,2015-06-22
9083,67930,800,2002-12-05
9083,67930,500,2005-03-01
9083,67930,1000,2005-12-29
9083,67930,2700,2011-03-16
9083,67930,4300,2017-05-10
9083,67930,567.52,2021-12-22
9083,67930,2800,2021-12-27
10908,68539,400,2001-04-03
10908,68539,10000,2011-10-10
9083,67930,4300,2001-12-03
12486,67460,1000,2012-02-07
12486,67460,1000,2015-04-14
9083,67930,1000,2021-12-27
10908,68539,5000,2007-12-05
10908,68539,5000,2008-11-25
10908,68539,5000,2009-12-28
14679,68953,6000,2010-04-02
2364,72627,10,2002-03-01
10644,73246,25,2002-08-05
10644,73246,20,2004-01-05
11946,73510,300,2002-11-08
7979,84398,50,2001-06-13
8000,84521,50,2002-08-05
7979,84398,50,2002-12-05
8000,84521,50,2003-07-08
7979,84398,50,2003-09-08
7979,84398,50,2004-07-02
8000,84521,50,2004-07-02
7979,84398,50,2005-07-01
10603,84727,50,2001-05-31
10603,84727,50,2003-06-03
10603,84727,100,2004-06-01
10603,84727,100,2005-07-05
7975,86796,25,2000-06-14
7975,86796,50,2001-05-31
7975,86796,25,2002-08-05
7975,86796,50,2003-07-08
7975,86796,50,2005-07-01
11067,70927,250,2001-08-03
9333,73243,175,2000-10-11
9333,73243,175,2001-05-31
9333,73243,2000,2002-06-10
9333,73243,2000,2003-07-08
9333,73243,1000,2004-01-05
9333,73243,1500,2004-07-30
9333,73243,1000,2005-01-04
9333,73243,1500,2005-04-25
9333,73243,1000,2005-12-30
5156,73253,25,2000-10-11
2383,74096,175,2001-05-31
9473,83902,175,2000-10-11
3651,85742,500,2004-11-24
3652,85743,10,2000-10-11
3652,85743,175,2000-10-11
3652,85743,3000,2000-11-09
9287,85749,250,2002-05-31
9287,85749,175,2002-06-10
9287,85749,500,2004-01-05
9287,85749,500,2004-11-24
9287,85749,500,2005-07-05
9290,85772,250,2002-05-31
10437,85773,350,2000-11-09
9327,85779,250,2002-05-31
3672,85782,750,2000-06-14
3672,85782,800,2005-06-15
3674,85787,50,2001-10-22
3674,85787,250,2001-10-22
3674,85787,250,2001-10-22
3674,85787,250,2001-10-22
3674,85787,150,2001-10-22
3674,85787,150,2001-10-22
3674,85787,175,2002-06-10
3674,85787,500,2003-07-08
3674,85787,200,2003-11-25
3674,85787,200,2005-01-04
3674,85787,500,2005-11-30
4381,67625,125,2001-05-14
4437,68368,500,2004-07-02
4437,68368,500,2004-11-24
4437,68368,500,2005-07-05
10972,68635,175,2001-06-01
9544,69642,175,2002-06-10
9544,69642,200,2003-07-08
4709,69807,175,2000-10-11
4709,69807,125,2001-05-14
4437,68368,500,2006-07-19
4437,68368,500,2010-12-02
4437,68368,500,2011-12-14
7636,68100,100,2000-06-14
7637,68733,85,1999-08-11
9552,69471,50,2000-06-14
15871,67868,197.78,2013-07-09
46382,67871,75,2023-07-27
45928,68366,300,2018-05-31
45928,68366,960,2019-06-04
45928,68366,1000,2021-05-12
45928,68366,1000,2022-05-16
45928,68366,370,2025-06-30
15002,68790,10,2015-08-03
45604,68939,100,2016-07-25
47447,69078,1500,2025-05-23
45916,69129,100,2017-12-15
45916,69129,160,2019-06-21
45916,69129,200,2020-07-24
14731,69206,450,2010-10-11
14731,69206,500,2011-07-12
14731,69206,173,2016-07-06
14731,69206,20,2016-12-08
14731,69206,144.6,2017-11-28
14731,69206,265.5,2018-09-25
14706,69446,50,2010-07-08
201,69521,50,2002-08-30
16322,69528,160,2014-11-11
11058,70161,200,2001-08-02
11058,70161,200,2002-08-05
11058,70161,500,2003-06-03
11058,70161,500,2004-07-02
11058,70161,500,2005-07-01
11058,70161,500,2006-07-20
11058,70161,500,2007-07-11
11058,70161,500,2008-05-19
11058,70161,500,2009-05-26
11058,70161,500,2010-06-08
11058,70161,750,2011-05-16
11058,70161,750,2012-06-15
11058,70161,900,2013-06-06
11058,70161,900,2014-06-10
11058,70161,900,2015-06-12
11058,70161,960,2016-06-14
11058,70161,960,2017-06-27
11058,70161,960,2018-06-04
11058,70161,960,2019-06-21
11058,70161,1000,2020-07-24
11058,70161,1000,2021-06-15
11058,70161,1000,2022-05-20
11058,70161,1200,2023-06-06
11058,70161,2000,2024-07-01
11058,70161,1200,2025-05-20
45928,68366,1200,2025-05-19
45928,68366,1000,2022-12-28
45928,68366,2000,2024-12-08
14669,69890,55,2010-03-19
12494,69759,421,2011-06-28
12494,69759,300,2011-06-28
12494,69759,2025,2011-09-15
12494,69759,910,2011-09-15
12494,69759,262,2011-12-28
12494,69759,2498,2011-12-28
12494,69759,1230,2012-03-05
12494,69759,1155,2012-07-18
12494,69759,1400,2012-08-24
12494,69759,1100,2012-08-24
12494,69759,194,2012-12-19
12494,69759,356,2013-02-07
12494,69759,783,2013-05-07
12494,69759,1560,2013-05-07
12494,69759,464,2013-05-07
12494,69759,846,2013-06-26
12494,69759,566,2013-09-03
12494,69759,1161,2013-09-03
12494,69759,810,2014-01-21
12494,69759,607,2014-01-21
12494,69759,675,2014-04-21
12494,69759,594,2014-09-29
12494,69759,1113,2014-09-29
12494,69759,330,2014-09-29
12494,69759,670,2014-10-24
12494,69759,452,2014-11-17
12494,69759,688,2014-12-03
12494,69759,720,2015-02-03
12494,69759,961,2015-04-27
12494,69759,1744.5,2015-07-28
12494,69759,897,2015-10-09
12494,69759,1728,2015-10-09
12494,69759,1052,2015-10-09
12494,69759,816,2015-11-18
12494,69759,1462,2015-11-18
12494,69759,634,2015-12-23
12494,69759,927,2016-01-27
12494,69759,2304,2016-04-29
12494,69759,977,2016-04-29
12494,69759,1758.1,2016-07-06
12494,69759,834.77,2016-07-14
12494,69759,740.03,2017-01-17
12494,69759,766,2017-01-17
12494,69759,905,2017-01-17
12494,69759,1153,2017-01-27
12494,69759,1446,2017-02-27
12494,69759,3000,2017-08-18
12494,69759,1389.64,2017-08-23
12494,69759,764.59,2017-08-23
12494,69759,686.27,2017-08-23
12494,69759,815.76,2017-08-23
12494,69759,1166.41,2017-08-23
12494,69759,556,2017-11-28
12494,69759,463.14,2017-11-28
12494,69759,936,2017-11-28
12494,69759,560,2018-01-11
12494,69759,702,2018-02-09
12494,69759,1060.48,2018-03-30
12494,69759,988.1,2018-09-25
12494,69759,832,2018-09-25
12494,69759,626.5,2018-09-25
12494,69759,488,2018-09-25
12494,69759,517.2,2018-09-25
12494,69759,505.35,2018-09-25
12494,69759,420,2018-12-19
12494,69759,534,2018-12-19
12494,69759,936.5,2019-01-16
12494,69759,456,2019-01-16
12494,69759,1263,2013-09-03
12494,69759,735,2014-04-21
12494,69759,522,2014-04-21
12494,69759,773,2015-02-25
12494,69759,504,2015-05-12
15804,67595,400,2013-02-12
15875,67818,175,2013-08-02
15875,67818,175,2013-09-03
15875,67818,175,2013-10-09
15875,67818,40,2013-11-11
15875,67818,40,2013-12-09
15875,67818,40,2014-01-09
15875,67818,40,2014-02-03
15875,67818,40,2014-03-06
15875,67818,175,2014-04-08
15875,67818,40,2014-05-09
15604,67834,175,2012-07-20
15604,67834,350,2012-07-20
15604,67834,40,2013-01-10
15604,67834,40,2013-01-10
15604,67834,670,2013-02-04
15604,67834,40,2013-03-11
15604,67834,40,2013-03-29
15604,67834,170,2013-04-10
15604,67834,170,2013-04-11
15604,67834,345,2013-05-10
15604,67834,345,2013-06-10
15604,67834,345,2013-07-11
15604,67834,345,2013-08-13
15604,67834,345,2013-08-14
15604,67834,345,2013-09-10
15604,67834,345,2013-10-10
15604,67834,30,2014-04-11
15604,67834,175,2014-05-16
15604,67834,175,2014-06-10
15604,67834,175,2014-07-11
15604,67834,175,2014-08-11
15604,67834,175,2014-09-10
15604,67834,175,2014-10-14
15604,67834,40,2014-11-10
15604,67834,40,2014-12-11
15604,67834,40,2015-01-12
15604,67834,40,2015-02-10
15604,67834,40,2015-03-11
15604,67834,175,2015-04-13
15604,67834,175,2015-05-11
14976,68954,197.26,2011-06-09
14976,68954,578.72,2015-11-18
14976,68954,766,2023-01-09
45587,69776,250,2016-05-10
45587,69776,250,2016-05-10
45587,69776,250,2016-06-07
45587,69776,250,2016-07-05
45587,69776,250,2016-08-05
45587,69776,250,2016-09-06
45587,69776,250,2016-10-05
45587,69776,40,2016-11-07
45587,69776,60,2017-01-05
45587,69776,40,2017-01-05
45587,69776,40,2017-02-06
45587,69776,40,2017-03-06
45587,69776,250,2017-04-07
45587,69776,250,2017-05-10
45587,69776,250,2017-06-05
45587,69776,250,2017-07-06
45587,69776,250,2017-08-08
45587,69776,250,2017-09-14
45587,69776,250,2017-10-05
45587,69776,40,2017-11-07
45587,69776,40,2017-12-08
45587,69776,45,2018-01-09
45587,69776,45,2018-02-09
45587,69776,45,2018-03-05
45587,69776,255,2018-04-05
45587,69776,255,2018-05-07
45587,69776,255,2018-06-05
45587,69776,255,2018-07-09
45587,69776,255,2018-08-06
45587,69776,250,2018-09-07
45587,69776,255,2018-10-09
45587,69776,45,2018-11-05
45587,69776,45,2018-12-07
45587,69776,45,2019-01-11
45587,69776,45,2019-02-07
45587,69776,45,2019-03-07
45587,69776,255,2019-04-05
45587,69776,255,2019-05-06
45587,69776,255,2019-06-05
45587,69776,255,2019-07-08
45587,69776,255,2019-08-05
45587,69776,255,2019-09-07
45587,69776,255,2019-10-15
45587,69776,45,2019-11-05
45587,69776,45,2019-12-05
45591,68298,500,2016-06-02
5417,67796,500,2000-02-01
5417,67796,100,2000-10-26
5417,67796,35,2000-11-09
5417,67796,25,2001-06-06
5417,67796,75,2001-06-29
5417,67796,30,2003-07-08
5417,67796,20,2005-11-30
6067,68217,100,1999-05-31
6067,68217,125,2000-10-11
6067,68217,125,2001-04-03
2023,70136,50,1998-06-05
5417,67796,100,1999-10-05
5417,67796,20,2007-01-03
5417,67796,10,2008-11-25
5417,67796,20,2010-12-15
7463,71352,50,2003-01-06
14931,69119,50,2013-12-23
14931,69119,20,2016-05-27
14931,69119,20,2016-06-02
14931,69119,20,2016-07-01
14931,69119,20,2016-08-01
14931,69119,20,2016-09-01
14931,69119,20,2016-10-03
14931,69119,20,2016-11-04
14931,69119,20,2016-12-01
14931,69119,20,2017-01-03
14931,69119,20,2017-02-01
14931,69119,20,2017-03-01
14931,69119,20,2017-04-04
14931,69119,20,2017-05-01
14931,69119,20,2017-06-01
14931,69119,20,2017-07-03
14931,69119,20,2017-08-01
14931,69119,20,2017-09-14
14931,69119,20,2017-10-04
14931,69119,20,2017-11-01
14931,69119,20,2017-12-01
14931,69119,250,2018-01-02
15275,68230,500,2011-11-16
4638,69837,500,1999-02-09
4638,69837,500,1999-02-23
11800,67455,175,2002-06-10
12466,67664,100,2005-03-01
11804,67711,50,2002-06-11
12465,67867,30,2005-03-01
4398,67928,350,1999-09-01
4398,67928,350,2000-08-31
4398,67928,300,2002-05-02
5070,68000,185,2001-10-25
5070,68000,100,2001-12-21
5070,68000,200,2003-01-06
5070,68000,250,2007-07-16
5070,68000,50,2008-05-27
5070,68000,30,2008-05-27
5070,68000,30,2010-06-18
5070,68000,30,2010-06-18
5070,68000,40,2010-06-18
12985,68069,19.08,2017-02-17
12985,68069,3.87,2017-04-26
8683,68070,8.5,1999-09-01
10990,68072,165,2001-06-06
16770,68538,40,2015-05-07
6822,68651,80,1999-05-31
6822,68651,250,1999-08-11
6822,68651,175,2000-02-29
6822,68651,25,2000-05-31
6822,68651,25,2000-05-31
6822,68651,25,2001-06-28
6822,68651,25,2001-06-28
6822,68651,25,2001-06-28
6822,68651,100,2002-07-02
6822,68651,40,2003-05-20
3006,68837,36,1998-11-17
3006,68837,138.2,1999-04-28
3006,68837,150,1999-05-31
3006,68837,100,1999-11-29
3006,68837,65,2000-04-27
3006,68837,150,2000-05-10
3006,68837,150,2000-05-30
3006,68837,50,2000-07-04
3006,68837,25,2001-05-31
3006,68837,60,2001-05-31
3006,68837,100,2001-05-31
3006,68837,100,2001-06-28
3006,68837,300,2001-10-29
3006,68837,190,2002-05-31
3006,68837,124,2002-05-31
3006,68837,250,2002-11-01
3006,68837,127,2003-05-09
3006,68837,335,2003-05-20
3006,68837,390,2003-06-03
3006,68837,75,2003-07-10
3006,68837,50,2003-07-10
3006,68837,159,2004-04-03
3006,68837,25,2004-07-01
3006,68837,25,2004-07-01
3006,68837,150,2004-07-01
3006,68837,125,2004-11-04
3006,68837,2000,2020-01-24
3006,68837,1000,2020-08-04
3006,68837,1000,2021-06-15
3006,68837,81.81,2021-08-18
10486,68838,20,2000-12-07
10486,68838,100,2002-11-06
10486,68838,50,2004-07-01
10486,68838,100,2004-07-01
10486,68838,50,2004-07-01
11989,68925,450,2003-07-08
12413,68987,150,2004-11-22
12413,68987,20,2007-07-11
12413,68987,40,2007-07-11
12413,68987,40,2007-07-11
5197,69163,250,1999-05-31
5197,69163,500,2000-10-04
5197,69163,500,2001-06-01
5197,69163,500,2001-06-06
5197,69163,250,2002-05-31
5197,69163,250,2002-08-05
5197,69163,500,2002-11-04
5197,69163,250,2003-06-03
5197,69163,500,2004-07-30
5197,69163,500,2005-07-05
5197,69163,500,2005-11-30
11910,69507,35,2004-01-05
11910,69507,25,2004-12-31
11910,69507,50,2006-03-07
11910,69507,50,2007-03-06
11910,69507,50,2011-11-28
3011,69541,100,1999-10-27
3011,69541,50,2000-05-30
3011,69541,2442.95,2000-11-14
3011,69541,10,2001-08-03
3011,69541,15,2001-08-03
3011,69541,500,2001-10-29
3011,69541,35,2002-06-28
3011,69541,50,2002-07-02
3011,69541,34,2003-06-23
3011,69541,10,2003-11-04
3011,69541,10,2003-11-04
3011,69541,20,2004-10-26
3011,69541,10,2004-10-26
3011,69541,25,2005-10-31
3011,69541,20,2006-11-08
3011,69541,20,2006-11-08
3011,69541,150,2007-08-20
3011,69541,25,2007-11-20
3011,69541,50,2007-11-20
3011,69541,25,2007-11-20
3011,69541,50,2008-07-02
3011,69541,15,2008-07-02
3011,69541,25,2008-07-03
3011,69541,15,2008-07-11
3011,69541,25,2008-11-14
3011,69541,25,2008-11-14
3011,69541,183,2009-06-01
3011,69541,75,2009-10-16
3011,69541,50,2010-10-05
3011,69541,900,2010-10-11
3011,69541,50,2011-11-14
3011,69541,300,2012-08-24
3011,69541,50,2012-11-01
3011,69541,25,2014-09-18
3011,69541,364.75,2014-10-09
3011,69541,36.65,2015-07-28
3011,69541,25,2015-09-18
3011,69541,40,2016-07-06
3011,69541,25,2016-10-07
3011,69541,60,2017-05-04
3011,69541,72,2017-11-28
3011,69541,50,2017-12-15
3011,69541,50,2018-10-29
3011,69541,50,2019-11-12
4688,69648,200,1999-06-10
5261,69825,100,1999-08-03
5261,69825,100,2000-05-30
5261,69825,100,2001-12-26
5261,69825,100,2003-07-08
5261,69825,100,2004-07-30
5261,69825,100,2005-10-31
5261,69825,100,2007-03-06
5261,69825,100,2010-01-13
5261,69825,100,2011-05-16
4634,69828,100,2001-09-04
4636,69830,100,1999-10-05
4636,69830,100,2000-04-04
4636,69830,100,2001-09-10
5626,69833,1000,1999-02-23
5626,69833,50,1999-10-05
5626,69833,1000,2000-01-03
5626,69833,1000,2001-01-30
5626,69833,1000,2002-03-28
5626,69833,1000,2003-03-28
5626,69833,1250,2004-02-27
5626,69833,1000,2005-03-01
5626,69833,1000,2006-04-06
4637,69834,200,2001-06-01
4637,69834,300,2002-05-02
4637,69834,500,2005-03-21
4637,69834,250,2005-07-01
4637,69834,1000,2008-03-14
4637,69834,500,2009-06-19
4638,69837,500,1998-10-26
4638,69837,200,1999-04-28
4638,69837,50,1999-10-05
4638,69837,500,2000-02-25
4638,69837,200,2000-05-30
4638,69837,500,2001-02-16
4638,69837,500,2002-04-19
4638,69837,500,2003-03-07
4638,69837,1250,2004-02-27
4638,69837,1000,2005-03-21
4638,69837,200,2005-08-15
4638,69837,500,2006-03-07
4638,69837,500,2007-06-19
4638,69837,1000,2008-05-19
4638,69837,2500,2009-05-07
14993,69846,418.54,2011-06-28
3565,69850,100,1999-03-30
3565,69850,100,2000-09-28
3565,69850,100,2001-06-01
3565,69850,100,2003-03-28
3565,69850,75,2004-04-29
4646,69860,500,1998-12-02
4646,69860,500,1999-10-05
4646,69860,500,2000-04-27
5677,69862,250,1999-04-06
5677,69862,100,2000-04-04
5677,69862,100,2001-09-04
4155,69886,1000,1999-08-03
4155,69886,1000,2000-07-31
12761,69891,459,2007-07-24
14358,69893,215,2008-08-18
10006,69919,100,2000-07-04
2835,69972,25,1999-03-01
6505,69979,486,2001-12-31
12150,67937,1700,2004-07-30
6822,68651,400,1999-06-17
6822,68651,15,2000-04-11
6822,68651,20,2003-06-02
10486,68838,50,2004-07-01
12413,68987,20,2007-07-17
4155,69886,250,2001-01-01
10006,69919,200,2000-05-22
2835,69972,1000,2001-04-24
3006,68837,100,1999-09-01
6505,69979,825.37,1999-08-03
6505,69979,244,2000-01-03
6505,69979,239,2001-01-01
46061,67712,525,2019-10-30
46061,67712,525,2019-10-30
4398,67928,315,2017-05-04
9959,67945,315,2022-04-28
9959,67945,315,2022-04-28
4626,68073,50,2015-04-09
46060,68836,505,2019-10-18
3006,68837,200,2016-05-13
5197,69163,500,2006-08-08
6485,69823,500,2013-03-25
7266,69832,500,2018-05-01
5626,69833,1000,2010-03-26
5626,69833,1000,2011-04-14
5626,69833,1000,2012-02-29
5626,69833,1000,2013-07-09
5626,69833,1000,2016-07-14
5626,69833,1000,2017-04-26
5626,69833,1000,2018-07-10
5626,69833,1000,2022-05-20
5626,69833,1000,2024-05-06
4637,69834,120,2010-02-26
4637,69834,1000,2022-04-28
4638,69837,1000,2010-04-02
4638,69837,1000,2011-04-05
4638,69837,500,2013-07-09
4645,69859,100,2013-04-19
4645,69859,100,2014-04-07
4645,69859,1000,2022-04-11
5677,69862,40,2010-03-26
5677,69862,40,2013-03-27
4649,69880,40,2013-03-22
12770,69977,40,2012-01-27
8434,70261,150,1999-07-19
6469,70267,50,2001-05-14
7869,70329,10,1998-12-02
7869,70329,5,2000-02-01
7869,70329,5,2001-12-31
11748,70398,100,2002-05-01
11748,70398,100,2004-11-24
7604,70439,90,1998-08-05
7604,70439,100,1999-02-10
7604,70439,100,1999-07-05
7604,70439,50,2000-07-04
7604,70439,10,2002-05-01
7604,70439,50,2002-08-02
7604,70439,10,2002-11-04
7604,70439,100,2004-07-30
7604,70439,100,2005-10-31
13,70530,230,2000-07-04
13,70530,50,2003-10-22
4246,70562,100,2000-12-21
4246,70562,100,2001-12-26
4246,70562,100,2003-02-14
4246,70562,100,2004-01-05
4246,70562,50,2004-12-31
6202,70670,25,1999-03-01
6202,70670,25,2000-02-01
6202,70670,25,2001-01-30
6202,70670,25,2004-01-05
4248,70642,25,2004-12-31
12432,70711,10,2004-12-31
5838,70713,25,1999-11-29
5838,70713,25,2000-12-06
5838,70713,25,2001-12-03
2059,70732,100,2000-04-04
2059,70732,20,2001-04-03
2059,70732,190,2001-06-28
2059,70732,45,2002-01-28
2059,70732,25,2003-03-07
2059,70732,50,2003-11-25
2059,70732,40,2005-01-04
2059,70732,20,2005-03-01
2059,70732,26,2005-03-01
11941,70790,100,2002-11-04
8832,70828,25,1999-11-29
8832,70828,25,2001-01-01
8832,70828,25,2001-12-26
8832,70828,25,2003-01-06
4250,70919,20,1999-11-29
4250,70919,15,2000-12-06
4250,70919,20,2001-12-26
4250,70919,20,2003-01-06
4250,70919,10,2004-01-05
8032,70915,100,2004-02-27
4250,70919,10,2004-12-31
6083,70973,175,2000-02-25
6083,70973,200,2001-04-03
6083,70973,25,2004-06-01
2668,71029,5,1999-03-01
2668,71029,5,2000-02-01
2668,71029,10,2000-12-21
2668,71029,5,2001-12-03
2668,71029,5,2002-12-10
2668,71029,5,2004-01-07
2668,71029,5,2004-12-31
12526,71130,100,2005-08-15
12516,71220,50,2005-07-01
10300,71377,50,2000-08-31
10300,71377,50,2005-07-01
2101,71458,50,2001-05-31
2101,71458,50,2002-09-03
2101,71458,50,2003-03-28
2101,71458,50,2004-04-29
2101,71458,50,2005-03-21
4252,71461,100,2002-01-16
10060,71505,30,2001-12-26
11982,71543,50,2003-07-08
8017,71619,25,1998-12-29
8017,71619,50,2001-08-03
8017,71619,50,2003-07-08
2107,71656,2,1999-07-05
2107,71656,1,2000-12-21
6245,71694,25,1999-02-05
6245,71694,100,2000-01-03
6245,71694,25,2004-01-05
6245,71694,50,2004-01-05
6245,71694,25,2004-01-05
11448,71727,25,2004-02-10
6245,71694,25,2005-03-01
6245,71694,50,2005-11-30
12521,71746,25,2005-07-05
4090,71873,150,1999-05-28
4090,71873,100,2000-01-24
4090,71873,100,2001-12-03
12478,71957,50,2005-03-01
3455,71959,50,2001-09-10
3455,71959,20,2002-03-01
2122,71996,25,1999-03-01
2122,71996,25,2000-02-01
2122,71996,25,2000-05-15
2128,72071,25,2000-08-31
2128,72071,25,2001-08-02
2128,72071,25,2003-06-03
2128,72071,25,2004-06-01
2048,72132,25,1999-05-28
2048,72132,25,2001-04-03
2048,72132,25,2002-08-02
2048,72132,50,2004-04-29
11241,72165,10,2003-03-28
11017,72177,25,2001-06-28
10885,72228,100,2001-04-03
6289,72231,20,1998-12-29
6289,72231,25,2000-02-01
6289,72231,25,2000-05-30
6289,72231,50,2001-12-03
6289,72231,100,2002-08-02
6289,72231,200,2003-06-03
6289,72231,200,2004-07-02
6289,72231,500,2005-02-03
6289,72231,200,2005-10-31
115,72236,100,1999-08-03
115,72236,100,2000-07-31
115,72236,200,2001-09-04
115,72236,150,2002-08-02
115,72236,100,2003-07-08
115,72236,200,2004-07-01
10918,72341,25,2001-04-24
10413,72351,175,2000-10-04
129,72392,500,1998-12-29
129,72392,250,2000-01-03
129,72392,50,2000-06-14
6709,72378,50,2000-12-06
129,72392,250,2000-12-21
129,72392,50,2001-05-31
6709,72378,50,2001-12-03
129,72392,250,2001-12-26
129,72392,50,2002-08-02
6709,72378,50,2002-12-05
129,72392,250,2003-01-06
129,72392,50,2003-06-03
129,72392,250,2004-01-05
6709,72378,100,2004-01-07
129,72392,100,2004-07-02
129,72392,250,2004-12-31
129,72392,250,2005-12-29
10886,72420,20,2001-04-03
12488,72435,250,2005-03-21
145,72482,50,2001-06-28
327,68797,250,1999-02-09
11806,72596,245,2002-06-11
11806,72596,500,2003-07-10
11806,72596,50,2003-08-06
2360,72599,200,2005-07-01
10422,72613,5,2000-10-11
5978,72624,25,2004-01-07
5978,72624,25,2004-09-21
11825,72740,50,2002-08-02
11825,72740,50,2003-10-01
7870,72876,100,1998-12-02
6249,72936,50,2000-05-15
6249,72936,100,2001-09-04
6249,72936,100,2002-11-04
6249,72936,100,2003-05-08
6249,72936,100,2003-11-04
2167,72966,18,1999-07-05
2167,72966,15,2000-05-30
11826,73043,25,2002-08-02
207,73114,100,1999-08-03
207,73114,50,2002-08-30
207,73114,50,2003-06-03
207,73114,75,2004-07-30
207,73114,100,2005-07-01
4254,73127,10,1999-11-29
4254,73127,10,2000-12-06
4254,73127,5,2001-12-26
4254,73127,10,2003-01-06
4254,73127,10,2004-01-05
8431,73173,250,1999-07-19
2175,73198,200,1999-09-01
2175,73198,150,2000-05-30
2175,73198,150,2001-08-03
2175,73198,150,2002-08-02
2175,73198,150,2003-07-08
2175,73198,150,2004-07-02
2175,73198,150,2005-11-30
12475,73223,20,2005-03-01
46109,73272,125,1999-10-27
