Contact ID,Contact Name,GHL Contact ID,CSV Amount,CSV Date,CSV Source,Correct Donation ID,Correct Donation Date,Correct Donation Campaign,Orphan Donation ID,Orphan Date,Orphan Campaign,Orphan Campaign ID,Action
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-10-31,New Invoice,132864,2025-10-31,None,133943,2025-07-02,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-10-31,New Invoice,132864,2025-10-31,None,134093,2025-06-04,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-10-31,New Invoice,132864,2025-10-31,None,134239,2025-05-05,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-10-31,New Invoice,132864,2025-10-31,None,134627,2025-04-09,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-10-31,New Invoice,132864,2025-10-31,None,134834,2025-03-12,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-10-31,New Invoice,132864,2025-10-31,None,134861,2025-03-04,None,,Delete
29013,Mr. & Mrs. Stuart Forgash,jBPQ4CHLAYBWxBzO1Nmm,4068.20,2025-10-31,New Invoice,132868,2025-10-31,None,99370,2025-10-23,Bergen25,458,Transfer campaign then delete
52563,Unknown,5KVQgGDzEGdQ3jso6sUa,20.00,2025-10-27,General Donation form With Recurring Donations and Manual Donations,136026,2025-10-27,942,136001,2025-11-09,General Donation form With Recurring Donations and Manual Donations,942,Delete
52563,Unknown,5KVQgGDzEGdQ3jso6sUa,20.00,2025-10-27,General Donation form With Recurring Donations and Manual Donations,136026,2025-10-27,942,136018,2025-11-01,General Donation form With Recurring Donations,941,Delete
26610,Rabbi Aaron Weil,dbWdxyr7BRR7esMS685a,3.00,2025-10-24,Manual Payment,132883,2025-10-24,None,134672,2025-04-03,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,57476,2025-05-20,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,57479,2025-01-17,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,100644,2025-09-21,Recurring,472,Transfer campaign then delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,100665,2025-08-19,Recurring,472,Transfer campaign then delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,100696,2025-07-21,Recurring,472,Transfer campaign then delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,135929,2025-12-29,Monthly,854,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,132525,2025-11-19,ID 736,736,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,132738,2025-11-26,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,133450,2025-09-29,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,133657,2025-08-25,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,133875,2025-07-24,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,133991,2025-06-23,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,134125,2025-05-23,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,134291,2025-04-25,None,,Delete
30246,Larry Latham,MCJdMJdeM93ygP2IgvcR,218.00,2025-10-23,New Invoice,132891,2025-10-23,None,134756,2025-03-21,None,,Delete
31102,Dr. & Mrs. Pierce Neuman,OGuja4PiRQZkQRmjYKgs,36.00,2025-10-23,New Invoice,132893,2025-10-23,None,134295,2025-04-25,None,,Delete
31102,Dr. & Mrs. Pierce Neuman,OGuja4PiRQZkQRmjYKgs,36.00,2025-10-23,New Invoice,132893,2025-10-23,None,134798,2025-03-13,None,,Delete
31102,Dr. & Mrs. Pierce Neuman,OGuja4PiRQZkQRmjYKgs,36.00,2025-10-23,New Invoice,132893,2025-10-23,None,134871,2025-03-04,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,22837,2025-04-20,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,22839,2025-02-24,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,22840,2025-01-16,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,100643,2025-09-23,Recurring,472,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,100663,2025-09-04,Recurring,472,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,100686,2025-07-29,Recurring,472,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,135882,2025-12-26,CH25,855,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,132671,2025-12-03,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,133433,2025-09-30,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,133636,2025-09-09,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,133739,2025-08-12,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,134122,2025-05-23,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,134311,2025-04-25,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,134734,2025-03-26,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,134864,2025-03-04,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-10-23,New Invoice,132896,2025-10-23,None,136289,2025-07-02,New Invoice,946,Delete
33226,Ira Rapps,tRQYxmojSX96tVhye9Qb,18.00,2025-10-23,New Invoice,132901,2025-10-23,None,76512,2025-04-07,None,,Delete
33226,Ira Rapps,tRQYxmojSX96tVhye9Qb,18.00,2025-10-23,New Invoice,132901,2025-10-23,None,136386,2025-04-14,New Invoice,946,Transfer campaign then delete
32247,Mr. & Mrs. Jack Wieder,rCfuLlDNOkZQjxaz2rKm,10.00,2025-10-23,New Invoice,132903,2025-10-23,None,100510,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
32247,Mr. & Mrs. Jack Wieder,rCfuLlDNOkZQjxaz2rKm,10.00,2025-10-23,New Invoice,132903,2025-10-23,None,136406,2025-04-14,New Invoice,946,Delete
25295,Eliyohu Rennert,9YF9Ni9L4bwVfmpH5iWr,10.00,2025-10-23,New Invoice,132905,2025-10-23,None,26389,2025-04-07,None,,Delete
25295,Eliyohu Rennert,9YF9Ni9L4bwVfmpH5iWr,10.00,2025-10-23,New Invoice,132905,2025-10-23,None,134387,2025-04-15,None,,Delete
28139,Steven Chait,H2LgT9sonI2Sria005y6,7.00,2025-10-23,New Invoice,132912,2025-10-23,None,44062,2025-04-23,None,,Delete
28139,Steven Chait,H2LgT9sonI2Sria005y6,7.00,2025-10-23,New Invoice,132912,2025-10-23,None,92196,2025-01-09,None,,Delete
28139,Steven Chait,H2LgT9sonI2Sria005y6,7.00,2025-10-23,New Invoice,132912,2025-10-23,None,134277,2025-04-28,None,,Delete
29551,Mr. & Mrs. Joseph Lowenstein,KLhUKxWe2R5oDWsa4yTG,36.00,2025-10-23,New Invoice,132914,2025-10-23,None,135951,2025-12-29,CH25,855,Transfer campaign then delete
29551,Mr. & Mrs. Joseph Lowenstein,KLhUKxWe2R5oDWsa4yTG,36.00,2025-10-23,New Invoice,132914,2025-10-23,None,134374,2025-04-15,None,,Delete
25175,Hedy Rotberg,9hHl4xaL1ekn0vZfdjtp,200.00,2025-10-23,New Invoice,132917,2025-10-23,None,135939,2025-12-29,CH25,855,Transfer campaign then delete
24615,Harry Shualy,6QibUmmBEryoAPEmTgcT,36.00,2025-10-23,New Invoice,132920,2025-10-23,None,135952,2025-12-29,CH25,855,Transfer campaign then delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,83510,2025-06-17,None,,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,83512,2025-03-17,None,,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,83513,2025-01-15,None,,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,136215,2025-09-29,New Invoice,946,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,136243,2025-08-25,New Invoice,946,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,100628,2025-10-15,Recurring,472,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,100646,2025-09-16,Recurring,472,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,100668,2025-08-17,Recurring,472,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,135994,2025-11-26,New Invoice,946,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,132515,2025-11-17,ID 736,736,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,133881,2025-07-24,None,,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,134141,2025-05-20,None,,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,135908,2025-12-29,Monthly,854,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,136292,2025-06-23,New Invoice,946,Delete
34309,Haroon Saghian,wKf09abxjQJwGLfkA2rg,260.00,2025-10-20,New Invoice,136030,2025-10-20,946,136471,2025-03-21,New Invoice,946,Delete
24487,Mr. & Mrs. Joseph Rupp,64MP1fwNP181QmB9jWFj,36.00,2025-10-20,New Invoice,132932,2025-10-20,None,101223,2025-10-15,RH25,475,Transfer campaign then delete
28819,Mr. Mitchell Gemal,IsAPCSb4Glp7hIwV6lwS,10.00,2025-10-20,New Invoice,132933,2025-10-20,None,101224,2025-10-15,RH25,475,Transfer campaign then delete
32322,Jerome Ehrlich,RIgLxW0KUsujytssXx8E,2.00,2025-10-20,New Invoice,132934,2025-10-20,None,70785,2025-04-07,None,,Delete
32322,Jerome Ehrlich,RIgLxW0KUsujytssXx8E,2.00,2025-10-20,New Invoice,132934,2025-10-20,None,70786,2025-01-05,None,,Delete
32322,Jerome Ehrlich,RIgLxW0KUsujytssXx8E,2.00,2025-10-20,New Invoice,132934,2025-10-20,None,101225,2025-10-15,RH25,475,Transfer campaign then delete
32322,Jerome Ehrlich,RIgLxW0KUsujytssXx8E,2.00,2025-10-20,New Invoice,132934,2025-10-20,None,134534,2025-04-14,None,,Delete
27940,Albert Gonter,gNg3Nn7kjC458B5oDN4Q,25.00,2025-10-20,New Invoice,136034,2025-10-20,946,42673,2025-04-20,None,,Delete
27940,Albert Gonter,gNg3Nn7kjC458B5oDN4Q,25.00,2025-10-20,New Invoice,136034,2025-10-20,946,101227,2025-10-15,RH25,475,Delete
27940,Albert Gonter,gNg3Nn7kjC458B5oDN4Q,25.00,2025-10-20,New Invoice,136034,2025-10-20,946,136351,2025-04-25,New Invoice,946,Delete
23740,Mr. & Mrs. Lawrence Borger,2kWksO8dzyU6m90cFeuG,180.00,2025-10-20,New Invoice,132938,2025-10-20,None,99379,2025-10-15,Bergen25,458,Transfer campaign then delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,43112,2025-06-08,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,43115,2025-03-09,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,43116,2025-02-06,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,43117,2025-01-02,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,100527,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,100612,2025-11-06,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,100631,2025-10-15,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,100650,2025-09-09,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,100682,2025-08-07,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,100690,2025-07-08,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,132566,2025-12-11,Monthly,854,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,132796,2025-11-10,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,133598,2025-09-17,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,133721,2025-08-12,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,133865,2025-07-24,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,134055,2025-06-13,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,134158,2025-05-14,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,134529,2025-04-14,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-10-20,New Invoice,132939,2025-10-20,None,134818,2025-03-12,None,,Delete
26150,anonymous Donation,c5r02FQw2lCHdh1uuLgU,54.00,2025-10-20,New Invoice,136035,2025-10-20,946,101229,2025-10-15,RH25,475,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,51774,2025-06-10,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,51776,2025-04-07,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,51779,2025-01-13,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,100611,2025-11-06,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,100632,2025-10-15,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,100651,2025-09-09,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,100683,2025-08-07,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,100691,2025-07-08,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,132650,2025-12-09,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,132795,2025-11-10,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,133599,2025-09-17,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,133722,2025-08-12,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,133868,2025-07-24,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,134040,2025-06-13,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,134192,2025-05-06,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,134403,2025-04-15,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-10-20,New Invoice,132941,2025-10-20,None,134799,2025-03-13,None,,Delete
25900,Dr. & Mrs. Arthur Eis,BJ8jeofi79Blfs6T4s8c,500.00,2025-10-20,New Invoice,136036,2025-10-20,946,101231,2025-10-15,RH25,475,Delete
28053,Mr. Jeff Berdy,GVZPDnZkNVEgsyVHY7Lr,100.00,2025-10-20,New Invoice,132944,2025-10-20,None,100169,2025-10-15,Maos Chitim 2025,470,Transfer campaign then delete
39414,Kenneth Dreifus,JbGlCStuoRqc4Z9CCuan,18.00,2025-10-20,New Invoice,132947,2025-10-20,None,102572,2025-10-15,Maos Chitim 2025,470,Transfer campaign then delete
30593,Mr. & Mrs. Pinkus Schorr,n7k2QnCCxMpx87UjhHGD,54.00,2025-10-20,New Invoice,132948,2025-10-20,None,101232,2025-10-15,RH25,475,Transfer campaign then delete
31361,Mr. Elliot Schrem,P2FfsHUajzRBYOIRVcVD,101.00,2025-10-20,New Invoice,132949,2025-10-20,None,100173,2025-10-15,Maos Chitim 2025,470,Transfer campaign then delete
23437,Mr. & Mrs. David Saks,0yy785Y14NArZUynHE7N,54.00,2025-10-20,New Invoice,136039,2025-10-20,946,99417,2025-10-15,CF25,254,Delete
35296,Robert Mark,z0vWE7PHiILWcYxEYKHS,50.00,2025-10-20,New Invoice,132951,2025-10-20,None,101233,2025-10-15,RH25,475,Transfer campaign then delete
31532,Tanchum Cohen,pjXJByicyHPl7xDRYDsA,50.00,2025-10-20,New Invoice,132952,2025-10-20,None,100174,2025-10-15,Maos Chitim 2025,470,Transfer campaign then delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-10-20,New Invoice,136041,2025-10-20,946,100472,2025-04-07,Maos Chitim 2025,470,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-10-20,New Invoice,136041,2025-10-20,946,101235,2025-10-15,RH25,475,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-10-20,New Invoice,136041,2025-10-20,946,23243,2025-06-29,CF25,254,Delete
24761,Mr. & Mrs. David Golkin,7HqaBlOTkDxxOAKRuYps,36.00,2025-10-20,New Invoice,136041,2025-10-20,946,136390,2025-04-14,New Invoice,946,Delete
24875,Mr. & Mrs. Jerrold Walkenfeld,7wkfSFwaMHMpku3NLB37,180.00,2025-10-20,New Invoice,132955,2025-10-20,None,101236,2025-10-15,RH25,475,Transfer campaign then delete
29898,Mr. Robert Horwitz,lGFoANwbIH0goNmrzVmn,18.00,2025-10-20,New Invoice,132957,2025-10-20,None,101238,2025-10-15,RH25,475,Transfer campaign then delete
29696,Mr. & Mrs. Jason Lacher,kwcgnqYZlEocv2EJYJkS,36.00,2025-10-20,New Invoice,132958,2025-10-20,None,101239,2025-10-15,RH25,475,Transfer campaign then delete
26940,Jeffrey Schwersenski,e4Owjyxq5oq8V2AF8rEQ,54.00,2025-10-20,New Invoice,132961,2025-10-20,None,101242,2025-10-15,RH25,475,Transfer campaign then delete
25965,Mr. & Mrs. Moses Rosengarten,BP0TZhweeIdSWPM0dH07,36.00,2025-10-20,New Invoice,132964,2025-10-20,None,101245,2025-10-15,RH25,475,Transfer campaign then delete
26539,Mr. & Mrs. Uriel Levitz,D3bxtOBtB8EijNEg5FfY,18.00,2025-10-20,New Invoice,132965,2025-10-20,None,101246,2025-10-15,RH25,475,Transfer campaign then delete
27972,Ross Rosen,gpKh4h7AWxhrABmgp0EO,5.00,2025-10-20,New Invoice,132966,2025-10-20,None,42892,2025-04-23,None,,Delete
27972,Ross Rosen,gpKh4h7AWxhrABmgp0EO,5.00,2025-10-20,New Invoice,132966,2025-10-20,None,101247,2025-10-15,RH25,475,Transfer campaign then delete
27972,Ross Rosen,gpKh4h7AWxhrABmgp0EO,5.00,2025-10-20,New Invoice,132966,2025-10-20,None,134275,2025-04-28,None,,Delete
24903,Raphael Werbin,84xu9LDItRj7Zi6JUKan,18.00,2025-10-20,New Invoice,132968,2025-10-20,None,101249,2025-10-15,RH25,475,Transfer campaign then delete
28418,Mr. & Mrs. Zvi Loewy,HslfLBndHwrZYGdmhq1M,54.00,2025-10-20,New Invoice,132969,2025-10-20,None,101250,2025-10-15,RH25,475,Transfer campaign then delete
27348,Mr. Samuel Grosinger,F7orbd7vcOTbaBhWBKJX,15.00,2025-10-20,New Invoice,132970,2025-10-20,None,101251,2025-10-15,RH25,475,Transfer campaign then delete
24924,Dr. & Mrs. William Spivak,8C5tRO4NfRFAcVbjI2WK,50.00,2025-10-20,New Invoice,132972,2025-10-20,None,101253,2025-10-15,RH25,475,Transfer campaign then delete
29473,Howard Evans,KfmQs3HqCeJknNdJeYcB,72.00,2025-10-20,New Invoice,136049,2025-10-20,946,52745,2025-04-07,None,,Delete
29473,Howard Evans,KfmQs3HqCeJknNdJeYcB,72.00,2025-10-20,New Invoice,136049,2025-10-20,946,101257,2025-10-15,RH25,475,Delete
29473,Howard Evans,KfmQs3HqCeJknNdJeYcB,72.00,2025-10-20,New Invoice,136049,2025-10-20,946,136385,2025-04-14,New Invoice,946,Delete
33721,Mr. & Mrs. Aryeh Rothkopf,uzcXuJ0ycejpqWDBPhbv,18.00,2025-10-20,New Invoice,136050,2025-10-20,946,101258,2025-10-15,RH25,475,Delete
39533,ASW 118 Trust,O1InPHCapNULQXRLAX6J,36.00,2025-10-20,New Invoice,136051,2025-10-20,946,103659,2025-10-15,RH25,475,Delete
24900,Michael Feldheim,83EvuiuZhrVWyQKp0gYt,10.00,2025-10-20,New Invoice,132979,2025-10-20,None,101260,2025-10-15,RH25,475,Transfer campaign then delete
24900,Michael Feldheim,83EvuiuZhrVWyQKp0gYt,10.00,2025-10-20,New Invoice,132979,2025-10-20,None,134573,2025-04-10,None,,Delete
39534,Helen Biffer,xKKcOdsNjMYEFSdMmVzq,10.00,2025-10-20,New Invoice,136052,2025-10-20,946,103661,2025-10-15,RH25,475,Delete
23762,Mrs. Yafa S Friedman,2opO2hyXGJ77E8uk8ixB,100.00,2025-10-20,New Invoice,132986,2025-10-20,None,101269,2025-10-15,RH25,475,Transfer campaign then delete
32213,Moshe C Pascher,raIJuPq0On4D1JfuPJLY,18.00,2025-10-20,New Invoice,132987,2025-10-20,None,101270,2025-10-15,RH25,475,Transfer campaign then delete
33066,Jonathan Halpert,TE4eMtygcVjnWMYi9Y7n,180.00,2025-10-20,New Invoice,132988,2025-10-20,None,101271,2025-10-15,RH25,475,Transfer campaign then delete
33702,Dr. & Mrs. David M Dubin,UxU9zkQCkvCENlzkgmkU,36.00,2025-10-20,New Invoice,132991,2025-10-20,None,101274,2025-10-15,RH25,475,Transfer campaign then delete
25673,Mr. & Mrs. Robert Goldberg,AWdEVYu429hXyyyORc57,25.00,2025-10-20,New Invoice,132992,2025-10-20,None,101275,2025-10-15,RH25,475,Transfer campaign then delete
33903,Jacob Schon,VJiu9TxIMrY1BqzixWf6,10.00,2025-10-20,New Invoice,136059,2025-10-20,946,81181,2025-02-27,None,,Delete
33903,Jacob Schon,VJiu9TxIMrY1BqzixWf6,10.00,2025-10-20,New Invoice,136059,2025-10-20,946,81182,2025-01-08,None,,Delete
33903,Jacob Schon,VJiu9TxIMrY1BqzixWf6,10.00,2025-10-20,New Invoice,136059,2025-10-20,946,100206,2025-10-02,Maos Chitim 2025,470,Delete
33903,Jacob Schon,VJiu9TxIMrY1BqzixWf6,10.00,2025-10-20,New Invoice,136059,2025-10-20,946,133136,2025-10-17,None,,Delete
33903,Jacob Schon,VJiu9TxIMrY1BqzixWf6,10.00,2025-10-20,New Invoice,136059,2025-10-20,946,136486,2025-03-04,New Invoice,946,Delete
34071,Mr. & Mrs. Jack Klein,vWZAzE45pjZBeONN5oK6,36.00,2025-10-20,New Invoice,136060,2025-10-20,946,101282,2025-10-15,RH25,475,Delete
39540,Leah r. Mendlowitz,lx1haIyp6fwc3GGS00E9,36.00,2025-10-20,New Invoice,133002,2025-10-20,None,103686,2025-10-15,RH25,475,Transfer campaign then delete
30461,Moshe Gelbwachs,MUf1mAd5vJR5MLRtiw6I,25.00,2025-10-20,New Invoice,133003,2025-10-20,None,101287,2025-10-15,RH25,475,Transfer campaign then delete
