constituent_id,amount,date_added,campaign_id,fund_id,payment_method,category
119,41.67,2018-07-10T18:27:38.727-04:00,5,1,Cash,Donation
119,41.67,2018-07-19T15:14:08.66-04:00,5,1,Cash,Donation
15539,180,2018-08-02T12:23:43.927-04:00,,88,CreditCard,RecurringGiftPayment
15539,180,2018-09-04T14:38:21.64-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2018-09-25T12:46:22.127-04:00,5,1,Cash,Donation
119,41.67,2018-09-25T12:46:36.137-04:00,5,1,Cash,Donation
15539,180,2018-10-03T15:12:33.297-04:00,,88,CreditCard,RecurringGiftPayment
15539,150,2018-11-02T16:32:34.743-04:00,,88,CreditCard,RecurringGiftPayment
15539,150,2018-12-04T13:45:12.08-05:00,,88,CreditCard,RecurringGiftPayment
15539,150,2019-01-03T10:57:18.82-05:00,,88,CreditCard,RecurringGiftPayment
10969,100,2019-01-14T12:12:52.653-05:00,5,1,Cash,Donation
119,41.67,2019-01-16T11:00:07.617-05:00,5,1,Cash,Donation
119,41.67,2019-01-16T11:00:20.553-05:00,5,1,Cash,Donation
119,41.67,2019-01-16T11:00:32.587-05:00,5,1,Cash,Donation
15539,150,2019-02-07T12:55:39.03-05:00,,88,CreditCard,RecurringGiftPayment
15539,150,2019-03-07T13:53:46.637-05:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2019-03-27T15:53:22.883-04:00,5,1,Cash,Donation
119,41.67,2019-03-27T15:53:40.56-04:00,5,1,Cash,Donation
119,41.67,2019-03-27T15:53:55.68-04:00,5,1,Cash,Donation
15539,210,2019-04-03T17:09:32.8-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2019-04-11T08:58:41.563-04:00,5,1,Cash,Donation
15539,180,2019-05-06T10:09:37.48-04:00,,88,CreditCard,RecurringGiftPayment
261,50,2019-05-29T11:27:10.353-04:00,5,16,Cash,Donation
15539,180,2019-06-03T13:23:23.25-04:00,,88,CreditCard,RecurringGiftPayment
271,160,2019-06-03T13:45:02.26-04:00,5,12,Cash,Donation
119,41.67,2019-06-04T16:12:37.37-04:00,5,1,Cash,Donation
119,41.67,2019-06-21T10:58:43.967-04:00,5,1,Cash,Donation
119,365,2019-06-21T10:58:56.5-04:00,5,12,Cash,Donation
15539,180,2019-07-02T13:09:55.94-04:00,,88,CreditCard,RecurringGiftPayment
119,41.67,2019-07-10T14:19:46.95-04:00,5,1,Cash,Donation
15539,180,2019-08-05T12:34:44.953-04:00,,88,CreditCard,RecurringGiftPayment
15539,180,2019-09-04T09:13:17.013-04:00,,88,CreditCard,RecurringGiftPayment
15539,180,2019-10-02T10:51:57.427-04:00,,88,CreditCard,RecurringGiftPayment
15539,150,2019-11-05T09:13:15.29-05:00,,88,CreditCard,RecurringGiftPayment
15539,150,2019-12-02T10:06:17.16-05:00,,88,CreditCard,RecurringGiftPayment
10969,50,2020-01-07T17:13:07.887-05:00,5,1,Cash,Donation
119,41.67,2020-01-24T15:00:29.677-05:00,5,1,Cash,Donation
119,41.67,2020-01-24T15:00:54.05-05:00,5,1,Cash,Donation
119,41.67,2020-01-24T15:01:11.41-05:00,5,1,Cash,Donation
119,41.67,2020-01-24T15:01:29.22-05:00,5,1,Cash,Donation
119,41.67,2020-01-24T15:01:46.173-05:00,5,1,Cash,Donation
119,41.67,2020-01-24T15:02:03.893-05:00,5,1,Cash,Donation
119,41.67,2020-03-05T08:42:32.78-05:00,5,1,Cash,Donation
119,41.67,2020-03-05T08:42:45.137-05:00,5,1,Cash,Donation
119,41.67,2020-04-30T10:30:21.17-04:00,5,1,Cash,Donation
119,41.67,2020-05-22T14:59:14.283-04:00,5,1,Cash,Donation
119,41.67,2020-06-18T10:12:53.973-04:00,5,1,Cash,Donation
261,50,2020-07-24T13:14:40.417-04:00,5,12,Cash,Donation
119,41.67,2020-07-24T13:17:50.897-04:00,5,1,Cash,Donation
119,365,2020-07-24T13:18:10.943-04:00,5,12,Cash,Donation
271,100,2020-07-24T13:23:38.817-04:00,5,12,Cash,Donation
1237,100,2020-07-24T13:57:31.42-04:00,5,12,Cash,Donation
119,41.67,2020-09-16T13:14:16.967-04:00,5,1,Cash,Donation
119,41.67,2020-09-16T13:14:28.687-04:00,5,1,Cash,Donation
119,41.67,2020-10-30T13:15:27.927-04:00,5,1,Cash,Donation
119,41.67,2020-11-25T11:59:45.637-05:00,5,1,Cash,Donation
271,100,2020-12-18T22:01:15.95-05:00,5,1,Cash,Donation
119,41.67,2020-12-19T16:47:14.863-05:00,5,1,Cash,Donation
119,41.67,2021-02-12T15:34:27.373-05:00,5,1,Cash,Donation
119,41.67,2021-02-12T15:34:38.42-05:00,5,1,Cash,Donation
271,200,2021-05-21T16:16:56.13-04:00,5,12,Cash,Donation
261,50,2021-09-20T15:28:53.443-04:00,5,7,Cash,Donation
271,200,2022-05-20T16:12:49.207-04:00,5,12,Cash,Donation
261,50,2022-08-26T20:22:20.427-04:00,5,12,Cash,Donation
14366,65,2023-04-18T08:48:10.153-04:00,,82,CreditCard,Donation
9142,300,2023-05-09T11:55:54.54-04:00,,82,Cash,Donation
271,100,2023-07-27T12:24:06.817-04:00,5,12,Cash,Donation
261,50,2023-08-17T18:23:54.297-04:00,5,12,Cash,Donation
14366,60,2024-04-02T20:04:32.933-04:00,,82,CreditCard,Donation
271,200,2024-07-01T16:11:30.7-04:00,5,12,Cash,Donation
261,50,2024-07-25T15:41:44.447-04:00,5,12,Cash,Donation
261,50,2024-12-19T20:43:54.373-05:00,5,7,Cash,Donation
271,200,2025-05-19T17:03:01.68-04:00,14,12,CreditCard,Donation
149,300,2000-02-08T11:15:37-05:00,5,2,Cash,Pledge
149,50,2000-02-08T11:15:58-05:00,5,15,Cash,Pledge
149,300,2002-05-07T11:18:50-04:00,5,1,Cash,Pledge
149,30,2002-05-07T11:20:10-04:00,5,15,Cash,Pledge
149,50,1998-08-05T13:23:24-04:00,5,15,Cash,Donation
149,300,1998-12-29T13:29:18-05:00,5,1,Cash,Donation
149,50,1999-05-28T11:19:27-04:00,5,15,Cash,Donation
149,300,1999-11-29T13:42:04-05:00,5,1,Cash,Donation
149,500,2001-04-03T09:42:21-04:00,5,48,Cash,Donation
149,30,2001-05-14T13:13:31-04:00,5,15,Cash,Donation
149,300,2001-12-26T09:21:47-05:00,5,1,Cash,Donation
149,50,2003-05-08T15:12:40-04:00,5,14,Cash,Donation
149,100,2004-01-05T13:47:04-05:00,5,1,Cash,Donation
149,250,2004-12-31T14:26:52-05:00,5,1,Cash,Donation
149,150,2005-12-29T23:32:04-05:00,5,1,Cash,Donation
3568,300,1999-02-09T15:23:46-05:00,5,16,Cash,Pledge
149,30,2000-10-11T14:20:20-04:00,5,15,Cash,PledgePayment
149,300,2000-12-21T11:04:22-05:00,5,2,Cash,PledgePayment
149,30,2002-07-01T16:45:22-04:00,5,15,Cash,PledgePayment
149,125,2003-01-06T09:35:56-05:00,5,1,Cash,PledgePayment
149,175,2003-01-06T09:36:20-05:00,5,1,Cash,PledgePayment
3568,250,1998-03-02T18:05:39-05:00,5,16,Cash,Donation
3568,50,1998-07-02T11:02:59-04:00,5,12,Cash,Donation
3568,100,1998-09-29T13:15:48-04:00,5,12,Cash,Donation
3568,100,1998-12-02T09:43:53-05:00,5,7,Cash,Donation
3568,100,1999-07-05T16:21:50-04:00,5,12,Cash,Donation
3568,300,2000-02-25T10:53:17-05:00,5,16,Cash,Donation
3568,300,2001-04-03T12:03:48-04:00,5,16,Cash,Donation
3568,50,2001-08-02T16:20:20-04:00,5,12,Cash,Donation
3568,300,2002-05-02T08:32:53-04:00,5,16,Cash,Donation
3568,100,2002-05-02T08:33:19-04:00,5,1,Cash,Donation
3568,100,2002-05-02T10:03:34-04:00,5,1,Cash,Donation
3568,100,2002-12-05T12:28:39-05:00,5,1,Cash,Donation
3568,2250,2004-06-01T13:41:38-04:00,5,58,Cash,Donation
3404,400,1998-03-02T18:06:23-05:00,5,11,Cash,Donation
3404,100,1998-06-05T14:50:57-04:00,5,7,Cash,Donation
3404,100,1998-12-02T09:44:24-05:00,5,7,Cash,Donation
3404,400,1999-02-05T12:18:22-05:00,5,12,Cash,Donation
3404,200,2000-02-01T13:40:44-05:00,5,46,Cash,Donation
3404,250,2000-02-25T10:54:55-05:00,5,16,Cash,Donation
3404,200,2000-05-30T11:43:13-04:00,5,12,Cash,Donation
3404,250,2001-04-03T12:12:40-04:00,5,16,Cash,Donation
3404,250,2002-03-01T14:21:13-05:00,5,16,Cash,Donation
3404,250,2002-03-01T14:21:39-05:00,5,12,Cash,Donation
3404,500,2002-05-02T08:45:25-04:00,5,16,Cash,Donation
3404,250,2003-03-07T14:10:22-05:00,5,16,Cash,Donation
3404,100,2004-02-27T10:47:08-05:00,5,16,Cash,Donation
3404,420,2004-04-29T12:08:04-04:00,5,35,Cash,Donation
3404,50,2004-07-02T11:29:38-04:00,5,12,Cash,Donation
3404,500,2005-03-21T16:56:24-05:00,5,16,Cash,Donation
3404,8618.98,2005-05-23T13:29:35-04:00,5,1,Cash,GiftInKind
3404,4305.19,2005-10-18T12:27:55-04:00,5,1,Cash,GiftInKind
3404,4252.88,2005-10-18T13:14:06-04:00,5,1,Cash,GiftInKind
3404,3000,2005-12-12T03:27:33-05:00,5,1,Cash,GiftInKind
3404,2000,2005-12-12T03:28:41-05:00,5,1,Cash,GiftInKind
3404,12690.32,2005-12-27T00:26:32-05:00,5,1,Cash,GiftInKind
1237,100,1997-12-31T14:15:07-05:00,5,1,Cash,Donation
1237,50,1998-06-05T10:58:04-04:00,5,15,Cash,Donation
1237,200,1999-05-28T14:02:51-04:00,5,15,Cash,Donation
1237,175,2000-10-04T15:58:28-04:00,5,15,Cash,Donation
1237,100,2000-10-11T15:43:16-04:00,5,15,Cash,Donation
1237,250,2001-04-24T14:49:29-04:00,5,48,Cash,Donation
1237,250,2001-05-14T11:47:59-04:00,5,48,Cash,Donation
1237,50,2001-06-06T16:28:46-04:00,5,15,Cash,Donation
1237,100,2002-05-31T09:40:31-04:00,5,15,Cash,Donation
1237,125,2002-12-05T13:16:27-05:00,5,1,Cash,Donation
1237,50,2003-07-08T14:09:24-04:00,5,15,Cash,Donation
1237,125,2004-06-01T13:32:27-04:00,5,61,Cash,Donation
1237,50,2004-11-24T12:00:14-05:00,5,60,Cash,Donation
1237,125,2005-06-16T10:39:27-04:00,5,61,Cash,Donation
1237,50,2005-11-30T22:26:59-05:00,5,60,Cash,Donation
3644,500,1998-05-04T11:49:25-04:00,5,14,Cash,Donation
3644,50,1998-07-02T11:38:20-04:00,5,15,Cash,Donation
3644,500,1999-04-28T15:51:17-04:00,5,14,Cash,Donation
3568,300,1999-02-23T11:17:42-05:00,5,16,Cash,PledgePayment
149,5000,1998-09-24T09:25:52-04:00,6,24,Cash,Pledge
1237,3000,1998-12-22T11:02:54-05:00,6,24,Cash,Pledge
149,1000,1999-02-05T12:03:30-05:00,6,24,Cash,PledgePayment
149,1000,1999-12-29T15:28:12-05:00,6,24,Cash,PledgePayment
149,1000,2000-12-21T11:03:28-05:00,6,24,Cash,PledgePayment
149,1000,2001-12-31T16:35:11-05:00,6,53,Cash,PledgePayment
149,1000,2003-01-06T09:36:58-05:00,6,53,Cash,PledgePayment
1237,250,1999-05-27T16:23:59-04:00,6,24,Cash,PledgePayment
1237,250,1999-09-01T15:50:18-04:00,6,24,Cash,PledgePayment
1237,250,2001-08-02T16:24:22-04:00,6,24,Cash,PledgePayment
1237,250,2002-03-26T15:17:46-05:00,6,24,Cash,PledgePayment
1237,250,2002-05-31T09:39:57-04:00,6,24,Cash,PledgePayment
3568,100,1999-10-27T14:06:04-04:00,6,42,Cash,Donation
3568,200,1999-12-30T16:06:58-05:00,6,46,Cash,Donation
3568,100,2000-04-27T15:10:33-04:00,6,24,Cash,Donation
3568,200,2000-08-31T12:15:26-04:00,6,46,Cash,Donation
3568,50,2001-08-02T16:19:46-04:00,6,49,Cash,Donation
3568,50,2001-12-03T11:13:21-05:00,6,52,Cash,Donation
3568,100,2002-10-01T10:23:02-04:00,6,54,Cash,Donation
3404,100,1999-02-05T12:19:09-05:00,6,11,Cash,Donation
3404,1000,1999-11-29T13:29:25-05:00,6,24,Cash,Donation
3404,100,2001-08-02T16:21:24-04:00,6,49,Cash,Donation
3404,250,2002-03-01T14:22:51-05:00,6,24,Cash,Donation
3404,5000,2003-03-07T14:09:59-05:00,6,18,Cash,Donation
1237,250,1998-12-22T11:00:04-05:00,6,24,Cash,Donation
1237,210,2000-12-21T12:00:03-05:00,6,46,Cash,Donation
1237,500,2003-03-07T14:21:21-05:00,6,18,Cash,Donation
1237,250,2003-06-03T14:24:18-04:00,6,18,Cash,Donation
3644,500,1998-01-09T11:59:50-05:00,6,30,Cash,Donation
3644,1000,1998-12-22T11:04:59-05:00,6,24,Cash,Donation
3568,100,2001-09-04T09:33:13-04:00,7,51,Cash,Donation
3568,25000,2003-03-07T14:05:17-05:00,7,58,Cash,Donation
3568,83048,2003-10-22T11:48:18-04:00,7,58,Cash,Donation
3404,250,1999-09-01T15:47:05-04:00,7,45,Cash,Donation
3644,13668.45,2000-09-08T08:40:37-04:00,7,31,Cash,Donation
149,300,1997-12-09T15:12:02-05:00,,2,Cash,Donation
1163,50,1997-12-15T09:09:34-05:00,,2,Cash,Donation
3404,250,2002-03-01T14:23:18-05:00,,52,Cash,Donation
2368,130,1998-07-02T09:21:47-04:00,5,35,Cash,Donation
2368,200,1999-02-10T09:39:03-05:00,5,16,Cash,Donation
2368,300,2000-02-25T08:51:27-05:00,5,16,Cash,Donation
2368,300,2001-03-01T13:37:10-05:00,5,16,Cash,Donation
2368,300,2002-05-31T08:56:07-04:00,5,16,Cash,Donation
2368,300,2003-03-07T13:30:32-05:00,5,16,Cash,Donation
2368,300,2003-03-07T13:31:00-05:00,5,35,Cash,Donation
1213,125,2002-12-05T11:47:18-05:00,5,1,Cash,Donation
11782,100,2003-03-28T13:31:22-05:00,5,16,Cash,Donation
11782,100,2005-03-21T17:01:22-05:00,5,16,Cash,Donation
53,100,1999-02-09T15:44:57-05:00,5,16,Cash,Pledge
53,100,1998-03-26T16:24:16-05:00,5,16,Cash,Donation
53,50,1998-07-02T09:18:26-04:00,5,12,Cash,Donation
53,50,1999-07-05T09:23:52-04:00,5,12,Cash,Donation
53,100,2000-04-04T10:48:14-04:00,5,16,Cash,Donation
53,100,2000-06-14T10:34:54-04:00,5,12,Cash,Donation
53,100,2001-05-31T13:46:49-04:00,5,12,Cash,Donation
53,100,2001-09-04T09:03:53-04:00,5,16,Cash,Donation
53,50,2002-08-02T14:22:18-04:00,5,12,Cash,Donation
53,150,2002-10-01T10:13:23-04:00,5,16,Cash,Donation
53,50,2003-07-10T11:51:44-04:00,5,12,Cash,Donation
53,100,2004-04-29T11:36:49-04:00,5,16,Cash,Donation
53,50,2004-06-01T12:01:58-04:00,5,12,Cash,Donation
53,25,2005-04-18T15:54:23-04:00,5,16,Cash,Donation
53,50,2005-10-31T04:24:42-05:00,5,12,Cash,Donation
53,100,1999-02-23T11:09:42-05:00,5,16,Cash,PledgePayment
53,200,2002-08-30T16:17:22-04:00,6,54,Cash,Pledge
53,50,1998-03-02T17:15:43-05:00,6,11,Cash,Donation
53,100,2002-08-30T16:17:55-04:00,6,54,Cash,PledgePayment
53,100,2003-08-06T12:07:54-04:00,6,54,Cash,PledgePayment
7889,100,2002-11-04T14:14:13-05:00,5,16,Cash,Donation
7889,100,2004-02-27T10:51:43-05:00,5,16,Cash,Donation
7889,50,2004-12-31T15:08:52-05:00,5,16,Cash,Donation
7889,50,2005-10-31T03:43:34-05:00,5,16,Cash,Donation
9554,50,2001-08-03T09:13:37-04:00,5,12,Cash,Donation
871,100,2001-12-26T09:12:25-05:00,5,7,Cash,Donation
871,50,2002-08-02T14:24:04-04:00,5,12,Cash,Donation
871,150,2003-07-08T13:22:27-04:00,5,12,Cash,Donation
2009,112,2014-09-19T09:34:40.413-04:00,5,7,Cash,Donation
2009,100,2017-06-27T13:00:26.96-04:00,5,12,Cash,Donation
2009,150,2021-01-04T13:47:31.963-05:00,5,7,Cash,Donation
2009,100,2021-07-02T16:07:55.93-04:00,5,12,Cash,Donation
2009,50,2024-07-19T21:17:10.743-04:00,5,12,Cash,Donation
871,100,2002-10-01T10:14:49-04:00,6,54,Cash,Donation
871,400,2002-12-05T12:16:36-05:00,6,54,Cash,Donation
2009,50,2013-12-19T16:14:14.853-05:00,6,24,Cash,Donation
2009,100,2017-12-15T14:58:34.003-05:00,6,24,Cash,Donation
10673,50,2001-08-03T09:28:21-04:00,5,12,Cash,Donation
10232,500,2001-01-30T13:15:02-05:00,5,7,Cash,Donation
10232,100,2001-05-31T13:47:39-04:00,5,12,Cash,Donation
10232,1500,2001-06-28T15:51:07-04:00,5,7,Cash,Donation
10232,500,2001-01-30T13:15:44-05:00,6,24,Cash,Donation
10232,1500,2001-06-28T15:51:32-04:00,,53,Cash,Donation
2009,25,1999-10-27T11:47:57-04:00,5,12,Cash,Donation
2009,100,2000-08-31T11:49:04-04:00,5,7,Cash,Donation
2009,100,2010-01-13T15:14:48.72-05:00,5,1,Cash,Donation
2009,25,2010-09-15T14:23:34.06-04:00,5,7,Cash,Donation
2009,25,2011-02-02T14:53:04.24-05:00,5,1,Cash,Donation
2009,25,2011-11-14T10:47:02.01-05:00,5,4,Cash,Donation
2009,200,1999-04-28T16:40:11-04:00,6,24,Cash,Donation
2009,100,2001-04-24T15:16:57-04:00,6,24,Cash,Donation
2009,200,2002-05-31T10:25:59-04:00,6,24,Cash,Donation
2009,1000,2006-06-13T11:45:40.357-04:00,6,24,Cash,Donation
2009,25,2001-09-04T09:48:53-04:00,7,51,Cash,Donation
2009,25,2010-10-05T13:43:46.343-04:00,,85,Cash,Donation
2808,50,2011-11-14T10:36:21.153-05:00,5,4,Cash,Donation
11833,50,2005-09-02T09:15:48-04:00,5,12,Cash,Donation
11158,20,2004-01-05T13:30:52-05:00,5,7,Cash,Donation
11158,25,2005-03-01T13:56:31-05:00,5,1,Cash,Donation
5853,100,1999-12-30T16:36:42-05:00,5,4,Cash,Donation
2088,25,2000-08-31T11:20:06-04:00,5,12,Cash,Donation
2095,25,1999-07-05T09:31:38-04:00,5,12,Cash,Donation
2095,50,2003-06-03T12:04:22-04:00,5,12,Cash,Donation
10472,25,2001-12-03T08:51:12-05:00,5,4,Cash,Donation
10472,10,2002-12-05T12:19:02-05:00,5,4,Cash,Donation
10472,15,2004-01-07T10:02:57-05:00,5,4,Cash,Donation
119,50,2000-12-06T10:05:46-05:00,5,12,Cash,Donation
119,100,2001-08-03T09:19:53-04:00,5,12,Cash,Donation
119,100,2002-05-02T08:19:37-04:00,5,12,Cash,Donation
119,100,2003-06-03T11:54:00-04:00,5,12,Cash,GiftInKind
119,100,2003-06-03T12:05:38-04:00,5,12,Cash,Donation
119,125,2004-06-01T12:11:56-04:00,5,12,Cash,Donation
119,200,2005-06-14T15:14:44-04:00,5,12,Cash,Donation
2681,25,1999-03-01T13:44:33-05:00,5,4,Cash,Donation
6788,100,1999-04-28T14:16:58-04:00,5,35,Cash,Donation
6788,100,2000-05-30T10:31:48-04:00,5,35,Cash,Donation
6788,100,2001-05-31T14:01:43-04:00,5,35,Cash,Donation
6788,100,2003-06-10T16:19:33-04:00,5,35,Cash,Donation
6212,100,2001-02-28T15:48:41-05:00,5,16,Cash,Pledge
2193,20,1998-08-31T13:28:59-04:00,5,7,Cash,Donation
2193,20,1998-09-29T10:13:39-04:00,5,12,Cash,Donation
2193,20,1998-10-26T10:41:36-05:00,5,12,Cash,Donation
2193,20,1998-12-02T09:15:09-05:00,5,12,Cash,Donation
2193,20,1998-12-29T13:32:36-05:00,5,12,Cash,Donation
2193,30,1999-02-05T12:05:12-05:00,5,12,Cash,Donation
2193,20,1999-03-01T13:42:17-05:00,5,12,Cash,Donation
2193,20,1999-03-30T11:35:04-05:00,5,12,Cash,Donation
2193,20,1999-04-28T14:20:13-04:00,5,12,Cash,Donation
2193,20,1999-05-28T11:22:57-04:00,5,12,Cash,Donation
2193,20,1999-07-05T14:55:50-04:00,5,12,Cash,Donation
2193,20,1999-08-03T09:00:09-04:00,5,12,Cash,Donation
2193,20,1999-09-01T15:05:56-04:00,5,12,Cash,Donation
2193,20,1999-10-05T10:08:25-04:00,5,12,Cash,Donation
2193,20,1999-10-27T13:56:30-04:00,5,12,Cash,Donation
2193,20,1999-11-29T14:04:51-05:00,5,12,Cash,Donation
2193,20,1999-12-30T16:15:38-05:00,5,12,Cash,Donation
2193,20,2000-02-01T11:57:10-05:00,5,12,Cash,Donation
2193,20,2000-02-25T09:09:05-05:00,5,12,Cash,Donation
2193,20,2000-04-04T10:11:06-04:00,5,12,Cash,Donation
2193,20,2000-04-27T13:04:11-04:00,5,12,Cash,Donation
2193,20,2000-05-30T10:33:18-04:00,5,12,Cash,Donation
2193,20,2000-06-14T10:45:57-04:00,5,12,Cash,Donation
2193,20,2000-07-31T13:30:58-04:00,5,12,Cash,Donation
2193,20,2000-08-31T11:39:32-04:00,5,12,Cash,Donation
2193,20,2000-09-28T11:51:59-04:00,5,12,Cash,Donation
2193,20,2000-10-26T12:09:58-04:00,5,12,Cash,Donation
2193,20,2000-12-21T11:16:35-05:00,5,12,Cash,Donation
2193,20,2001-01-30T13:22:55-05:00,5,12,Cash,Donation
2193,20,2001-03-01T14:49:45-05:00,5,12,Cash,Donation
2193,20,2001-04-03T09:45:26-04:00,5,12,Cash,Donation
2193,20,2001-04-20T16:15:21-04:00,5,12,Cash,Donation
2193,20,2001-05-31T14:05:41-04:00,5,12,Cash,Donation
2193,20,2001-06-13T15:48:27-04:00,5,12,Cash,Donation
2193,20,2001-08-02T16:44:21-04:00,5,12,Cash,Donation
2193,20,2001-09-04T09:10:42-04:00,5,12,Cash,Donation
2193,20,2001-09-27T11:18:35-04:00,5,12,Cash,Donation
2193,20,2001-10-31T15:54:57-05:00,5,12,Cash,Donation
2193,20,2001-12-03T10:38:18-05:00,5,12,Cash,Donation
2193,20,2002-01-28T15:47:31-05:00,5,12,Cash,Donation
2193,20,2002-03-01T14:01:53-05:00,5,12,Cash,Donation
2193,20,2002-03-28T15:16:19-05:00,5,12,Cash,Donation
11947,20,2004-01-21T10:37:48-05:00,5,24,Cash,GiftInKind
261,100,2001-05-31T14:11:46-04:00,5,12,Cash,Donation
261,100,2003-03-07T13:33:11-05:00,5,12,Cash,Donation
261,50,2003-06-03T12:15:47-04:00,5,12,Cash,Donation
261,100,2004-01-05T13:44:51-05:00,5,7,Cash,Donation
6212,100,2002-05-02T08:21:29-04:00,5,16,Cash,Donation
6212,100,2003-03-28T13:35:48-05:00,5,16,Cash,Donation
6212,50,2004-02-27T09:40:56-05:00,5,16,Cash,Donation
6212,100,2005-03-01T14:46:32-05:00,5,16,Cash,Donation
2752,10,1999-12-30T15:52:26-05:00,5,4,Cash,Donation
2752,10,2000-12-06T10:52:38-05:00,5,4,Cash,Donation
2752,15,2001-12-03T09:03:50-05:00,5,4,Cash,Donation
2752,15,2002-12-05T12:27:12-05:00,5,4,Cash,Donation
2752,15,2004-01-05T12:12:37-05:00,5,4,Cash,Donation
2756,25,1998-12-02T09:41:15-05:00,5,1,Cash,Donation
2756,25,1998-12-29T12:19:58-05:00,5,4,Cash,Donation
2756,35,2000-02-01T10:18:34-05:00,5,4,Cash,Donation
2756,50,2000-12-06T10:53:55-05:00,5,4,Cash,Donation
2756,50,2001-12-03T09:04:41-05:00,5,4,Cash,Donation
2756,5,2004-10-26T08:58:03-04:00,5,4,Cash,Donation
4508,25,2000-02-01T10:35:37-05:00,5,4,Cash,Donation
4508,25,2000-10-26T14:07:06-04:00,5,4,Cash,Donation
4508,35,2001-12-03T09:34:10-05:00,5,4,Cash,Donation
4508,25,2002-12-05T12:28:06-05:00,5,4,Cash,Donation
6060,100,1999-07-05T16:30:36-04:00,5,12,Cash,Donation
6060,100,2000-05-30T11:40:05-04:00,5,12,Cash,Donation
6060,100,2001-05-31T16:06:00-04:00,5,12,Cash,Donation
5699,200,1999-04-28T15:43:32-04:00,5,35,Cash,Donation
5699,200,2000-04-04T11:05:10-04:00,5,35,Cash,Donation
5699,200,2001-05-31T16:06:42-04:00,5,35,Cash,Donation
5699,300,2002-03-01T14:20:05-05:00,5,35,Cash,Donation
5699,200,2003-06-10T16:18:22-04:00,5,35,Cash,Donation
5699,200,2004-06-01T13:44:22-04:00,5,35,Cash,Donation
5699,200,2005-07-05T10:51:43-04:00,5,35,Cash,Donation
3570,50,2003-06-03T14:02:18-04:00,5,12,Cash,Donation
6263,25,1998-12-02T09:43:15-05:00,5,1,Cash,Donation
6263,25,2000-02-01T12:13:22-05:00,5,12,Cash,Donation
6263,25,2000-05-15T10:53:22-04:00,5,14,Cash,Donation
6263,50,2000-12-21T11:58:44-05:00,5,7,Cash,Donation
6263,25,2001-09-04T09:30:30-04:00,5,14,Cash,Donation
6263,25,2002-05-31T09:35:59-04:00,5,12,Cash,Donation
6263,50,2004-07-02T11:19:37-04:00,5,12,Cash,Donation
3358,100,2000-08-31T12:17:22-04:00,5,12,Cash,Donation
3358,100,2001-09-04T09:34:11-04:00,5,14,Cash,Donation
3358,100,2003-06-03T14:18:32-04:00,5,14,Cash,Donation
3358,100,2004-04-29T11:25:13-04:00,5,14,Cash,Donation
3358,100,2004-09-01T08:51:47-04:00,5,14,Cash,Donation
5635,10,2000-02-01T10:39:22-05:00,5,4,Cash,Donation
1163,10,2001-01-01T09:56:35-05:00,5,4,Cash,Donation
5635,10,2002-12-05T13:13:55-05:00,5,4,Cash,Donation
5635,10,2004-01-05T12:26:48-05:00,5,4,Cash,Donation
3416,25,1999-07-05T16:13:22-04:00,5,12,Cash,Donation
3416,25,1999-07-08T15:52:13-04:00,5,12,Cash,Donation
3416,15,2000-05-30T11:44:29-04:00,5,12,Cash,Donation
3416,25,2000-12-21T11:59:13-05:00,5,12,Cash,Donation
3416,25,2001-12-03T11:15:33-05:00,5,12,Cash,Donation
3416,25,2003-03-07T14:11:45-05:00,5,7,Cash,Donation
3416,50,2003-07-08T14:06:41-04:00,5,12,Cash,Donation
3416,50,2004-06-01T13:08:08-04:00,5,12,Cash,Donation
3416,50,2005-07-01T15:27:18-04:00,5,12,Cash,Donation
2771,20,1999-03-01T14:10:58-05:00,5,4,Cash,Donation
2771,20,2000-01-03T08:51:06-05:00,5,4,Cash,Donation
2771,20,2001-01-01T09:47:52-05:00,5,4,Cash,Donation
10969,50,2001-05-31T16:20:55-04:00,5,12,Cash,Donation
10969,25,2001-09-04T09:34:51-04:00,5,12,Cash,Donation
10969,20,2002-07-08T08:56:27-04:00,5,12,Cash,GiftInKind
10969,20,2002-08-05T09:42:23-04:00,5,12,Cash,Donation
1309,25,1999-12-30T16:44:31-05:00,5,4,Cash,Donation
1309,100,2001-01-30T13:45:42-05:00,5,4,Cash,Donation
1309,25,2001-09-04T09:35:34-04:00,5,14,Cash,Donation
1309,25,2001-12-26T09:40:12-05:00,5,4,Cash,Donation
1309,10,2003-07-08T14:03:42-04:00,5,14,Cash,Donation
1309,20,2004-07-30T10:41:02-04:00,5,14,Cash,Donation
1309,20,2005-07-05T10:31:13-04:00,5,53,Cash,Donation
3765,35,1999-07-05T16:35:24-04:00,5,12,Cash,Donation
3765,50,2004-06-01T12:12:27-04:00,5,12,Cash,Donation
3795,100,2000-05-30T14:04:14-04:00,5,12,Cash,Donation
3795,100,2004-07-02T14:27:04-04:00,5,12,Cash,Donation
11740,45,2002-05-31T10:04:48-04:00,5,16,Cash,Donation
6212,100,2001-04-03T09:47:42-04:00,5,16,Cash,PledgePayment
7709,50,2001-12-31T16:31:25-05:00,5,24,Cash,Donation
7709,25,2015-01-08T12:29:18.217-05:00,5,4,Cash,Donation
