Contact ID,Amount,Received Date,Payment Date,Payment Method,Status,Created At,Donation ID,Action,Duplicate Group
23913,50.00,2025-09-15,2025-09-15,Other,completed,2025-12-18T21:11:41.914Z,133611,KEEP,23913-50.00-2025-09-14 to 2025-09-15
23913,50.00,2025-09-14,2025-09-14,Other,completed,2025-11-13T12:54:19.091Z,105208,REMOVE,23913-50.00-2025-09-14 to 2025-09-15
23919,18.00,2024-12-23,2024-12-23,Credit Card,completed,2025-12-18T21:11:46.394Z,135054,KEEP,23919-18.00-2024-12-22 to 2024-12-23
23919,18.00,2024-12-22,2024-12-22,Card,completed,2025-11-11T11:33:01.373Z,17760,REMOVE,23919-18.00-2024-12-22 to 2024-12-23
23919,18.00,2025-12-12,2025-12-12,Credit Card,completed,2025-12-18T21:11:38.739Z,132634,KEEP,23919-18.00-2025-12-12
23919,18.00,2025-12-12,2025-12-12,credit_card,completed,2025-12-12T13:43:52.772Z,132576,REMOVE,23919-18.00-2025-12-12
23939,72.00,2025-08-11,2025-08-11,Credit Card,completed,2025-12-18T21:11:42.629Z,133768,KEEP,23939-72.00-2025-08-10 to 2025-08-11
23939,72.00,2025-08-10,2025-08-10,Card,completed,2025-11-11T11:33:01.373Z,17868,REMOVE,23939-72.00-2025-08-10 to 2025-08-11
23941,100.00,2024-07-02,2024-07-02,Card,completed,2025-11-11T11:33:01.373Z,17879,KEEP,23941-100.00-2024-07-01 to 2024-07-02
23941,100.00,2024-07-01,2024-07-01,Card,completed,2025-11-11T11:33:01.373Z,17880,REMOVE,23941-100.00-2024-07-01 to 2024-07-02
23943,18.00,2025-08-25,2025-08-25,Cheque,completed,2025-12-18T21:11:42.264Z,133661,KEEP,23943-18.00-2025-08-24 to 2025-08-25
23943,18.00,2025-08-24,2025-08-24,Card,completed,2025-11-11T11:33:01.373Z,17915,REMOVE,23943-18.00-2025-08-24 to 2025-08-25
23955,18.00,2024-12-03,2024-12-03,Credit Card,completed,2025-12-18T21:11:46.754Z,135151,KEEP,23955-18.00-2024-12-02 to 2024-12-03
23955,18.00,2024-12-02,2024-12-02,Credit Card,completed,2025-11-13T12:48:02.789Z,100065,REMOVE,23955-18.00-2024-12-02 to 2024-12-03
23955,18.00,2024-12-31,2024-12-31,Credit Card,completed,2025-12-18T21:11:46.039Z,134997,KEEP,23955-18.00-2024-12-30 to 2024-12-31
23955,18.00,2024-12-30,2024-12-30,Credit Card,completed,2025-11-13T12:48:01.908Z,99671,REMOVE,23955-18.00-2024-12-30 to 2024-12-31
23955,18.00,2025-07-31,2025-07-31,Debit Card,completed,2025-12-18T21:11:42.984Z,133833,KEEP,23955-18.00-2025-07-30 to 2025-07-31
23955,18.00,2025-07-30,2025-07-30,Card,completed,2025-11-11T11:33:01.373Z,18032,REMOVE,23955-18.00-2025-07-30 to 2025-07-31
23955,18.00,2022-12-28,2022-12-28,Card,completed,2025-11-11T11:34:55.503Z,93145,KEEP,23955-18.00-2022-12-26 to 2022-12-28
23955,18.00,2022-12-26,2022-12-26,Card,completed,2025-11-11T11:34:55.503Z,93160,REMOVE,23955-18.00-2022-12-26 to 2022-12-28
23955,38.00,2024-03-27,2024-03-27,Card,completed,2025-11-11T11:34:54.849Z,92634,KEEP,23955-38.00-2024-03-26 to 2024-03-27
23955,38.00,2024-03-26,2024-03-26,Card,completed,2025-11-11T11:34:54.849Z,92637,REMOVE,23955-38.00-2024-03-26 to 2024-03-27
23965,3.60,2025-05-23,2025-05-23,Cheque,completed,2025-12-18T21:11:44.078Z,134118,KEEP,23965-3.60-2025-05-22 to 2025-05-23
23965,3.60,2025-05-22,2025-05-22,Card,completed,2025-11-13T12:48:02.789Z,100256,REMOVE,23965-3.60-2025-05-22 to 2025-05-23
23966,18.00,2025-05-25,2025-05-25,Credit Card,completed,2025-12-18T21:11:43.704Z,134110,KEEP,23966-18.00-2025-05-24 to 2025-05-25
23966,18.00,2025-05-24,2025-05-24,Credit Card,completed,2025-11-13T12:48:06.749Z,100765,REMOVE,23966-18.00-2025-05-24 to 2025-05-25
23966,10.00,2025-10-19,2025-10-19,Credit Card,completed,2025-12-18T21:11:40.354Z,133101,KEEP,23966-10.00-2025-10-18 to 2025-10-19
23966,10.00,2025-10-18,2025-10-18,Credit Card,completed,2025-11-13T12:48:06.749Z,100723,REMOVE,23966-10.00-2025-10-18 to 2025-10-19
23967,10.00,2025-04-15,2025-04-15,Cheque,completed,2025-12-18T21:11:44.469Z,134340,KEEP,23967-10.00-2025-04-14 to 2025-04-15
23967,10.00,2025-04-14,2025-04-14,Card,completed,2025-11-11T11:33:02.064Z,18140,REMOVE,23967-10.00-2025-04-14 to 2025-04-15
23968,6.00,2025-05-05,2025-05-05,Cash,completed,2025-12-18T21:11:44.269Z,134225,KEEP,23968-6.00-2025-05-04 to 2025-05-05
23968,6.00,2025-05-04,2025-05-04,Card,completed,2025-11-11T11:33:02.064Z,18147,REMOVE,23968-6.00-2025-05-04 to 2025-05-05
23972,25.00,2025-05-23,2025-05-23,Cheque,completed,2025-12-18T21:11:44.078Z,134115,KEEP,23972-25.00-2025-05-22 to 2025-05-23
23972,25.00,2025-05-22,2025-05-22,Card,completed,2025-11-11T11:33:02.064Z,18167,REMOVE,23972-25.00-2025-05-22 to 2025-05-23
23981,100.00,2025-05-05,2025-05-05,Cheque,completed,2025-12-18T21:11:44.269Z,134223,KEEP,23981-100.00-2025-05-04 to 2025-05-05
23981,100.00,2025-05-04,2025-05-04,Card,completed,2025-11-11T11:33:02.064Z,18299,REMOVE,23981-100.00-2025-05-04 to 2025-05-05
23994,75.00,2013-07-18,2013-07-18,Card,completed,2025-11-11T11:33:02.064Z,18385,KEEP,23994-75.00-2013-07-17 to 2013-07-18
23994,75.00,2013-07-17,2013-07-17,Card,completed,2025-11-11T11:33:02.064Z,18386,REMOVE,23994-75.00-2013-07-17 to 2013-07-18
24016,75.00,2025-04-15,2025-04-15,Cheque,completed,2025-12-18T21:11:44.469Z,134352,KEEP,24016-75.00-2025-04-14 to 2025-04-15
24016,75.00,2025-04-14,2025-04-14,Card,completed,2025-11-11T11:33:02.064Z,18458,REMOVE,24016-75.00-2025-04-14 to 2025-04-15
24026,1800.00,2025-07-02,2025-07-02,Cheque,completed,2025-12-18T21:11:43.349Z,133960,KEEP,24026-1800.00-2025-07-01 to 2025-07-02
24026,1800.00,2025-07-01,2025-07-01,Card,completed,2025-11-11T11:33:02.064Z,18500,REMOVE,24026-1800.00-2025-07-01 to 2025-07-02
24040,50.00,2025-04-02,2025-04-02,Credit Card,completed,2025-12-18T21:11:45.074Z,134676,KEEP,24040-50.00-2025-04-01 to 2025-04-02
24040,50.00,2025-04-01,2025-04-01,Credit Card,completed,2025-11-13T12:48:02.789Z,100128,REMOVE,24040-50.00-2025-04-01 to 2025-04-02
24068,1000.00,2024-12-29,2024-12-29,Credit Card,completed,2025-12-18T21:11:46.394Z,135018,KEEP,24068-1000.00-2024-12-28 to 2024-12-29
24068,1000.00,2024-12-28,2024-12-28,Card,completed,2025-11-11T11:33:02.698Z,18790,REMOVE,24068-1000.00-2024-12-28 to 2024-12-29
24102,5.00,2025-06-04,2025-06-04,Cheque,completed,2025-12-18T21:11:43.704Z,134091,KEEP,24102-5.00-2025-06-02 to 2025-06-04
24102,5.00,2025-06-02,2025-06-02,Card,completed,2025-11-11T11:33:02.698Z,18975,REMOVE,24102-5.00-2025-06-02 to 2025-06-04
24104,540.00,2024-10-08,2024-10-08,Credit Card,completed,2025-12-18T21:11:46.754Z,135201,KEEP,24104-540.00-2024-10-08 to 2024-10-10
24104,540.00,2024-10-10,2024-10-10,Card,completed,2025-11-11T11:33:02.698Z,18976,REMOVE,24104-540.00-2024-10-08 to 2024-10-10
24106,36.00,2024-12-25,2024-12-25,Credit Card,completed,2025-12-18T21:11:46.394Z,135035,KEEP,24106-36.00-2024-12-24 to 2024-12-25
24106,36.00,2024-12-24,2024-12-24,Credit Card,completed,2025-11-13T12:48:01.908Z,99691,REMOVE,24106-36.00-2024-12-24 to 2024-12-25
24119,2.00,2025-05-14,2025-05-14,Cash,completed,2025-12-18T21:11:44.078Z,134172,KEEP,24119-2.00-2025-05-13 to 2025-05-14
24119,2.00,2025-05-13,2025-05-13,Cash,completed,2025-11-13T12:54:20.592Z,105483,REMOVE,24119-2.00-2025-05-13 to 2025-05-14
24157,150.00,2025-06-04,2025-06-04,Cheque,completed,2025-12-18T21:11:43.704Z,134089,KEEP,24157-150.00-2025-06-02 to 2025-06-04
24157,150.00,2025-06-02,2025-06-02,Card,completed,2025-11-11T11:33:03.516Z,19242,REMOVE,24157-150.00-2025-06-02 to 2025-06-04
24173,50.00,2024-12-31,2024-12-31,Credit Card,completed,2025-12-18T21:11:46.039Z,134989,KEEP,24173-50.00-2024-12-30 to 2024-12-31
24173,50.00,2024-12-30,2024-12-30,Credit Card,completed,2025-11-13T12:48:01.908Z,99669,REMOVE,24173-50.00-2024-12-30 to 2024-12-31
24173,36.00,2025-02-13,2025-02-13,Credit Card,completed,2025-12-18T21:11:45.669Z,134903,KEEP,24173-36.00-2025-02-12 to 2025-02-13
24173,36.00,2025-02-12,2025-02-12,Credit Card,completed,2025-11-13T12:48:10.532Z,101705,REMOVE,24173-36.00-2025-02-12 to 2025-02-13
24181,500.00,2025-09-22,2025-09-22,Credit Card,completed,2025-12-18T21:11:41.914Z,133526,KEEP,24181-500.00-2025-09-21 to 2025-09-22
24181,500.00,2025-09-21,2025-09-21,Credit Card,completed,2025-11-13T12:48:08.394Z,100931,REMOVE,24181-500.00-2025-09-21 to 2025-09-22
24186,36.00,2024-12-31,2024-12-31,Card,completed,2025-11-11T11:33:03.516Z,19496,KEEP,24186-36.00-2024-12-30 to 2024-12-31
24186,36.00,2024-12-30,2024-12-30,Card,completed,2025-11-11T11:33:03.516Z,19497,REMOVE,24186-36.00-2024-12-30 to 2024-12-31
24187,50.00,2024-12-25,2024-12-25,Credit Card,completed,2025-12-18T21:11:46.394Z,135042,KEEP,24187-50.00-2024-12-24 to 2024-12-25
24187,50.00,2024-12-24,2024-12-24,Credit Card,completed,2025-11-13T12:48:01.908Z,99696,REMOVE,24187-50.00-2024-12-24 to 2024-12-25
24194,180.00,2025-03-23,2025-03-23,Credit Card,completed,2025-12-18T21:11:45.449Z,134748,KEEP,24194-180.00-2025-03-22 to 2025-03-23
24194,180.00,2025-03-22,2025-03-22,Credit Card,completed,2025-11-13T12:48:01.908Z,99749,REMOVE,24194-180.00-2025-03-22 to 2025-03-23
24200,18.00,2024-12-31,2024-12-31,Credit Card,completed,2025-12-18T21:11:46.039Z,134992,KEEP,24200-18.00-2024-12-30 to 2024-12-31
24200,18.00,2024-12-30,2024-12-30,Credit Card,completed,2025-11-13T12:48:02.789Z,100151,REMOVE,24200-18.00-2024-12-30 to 2024-12-31
24209,10.00,2025-08-05,2025-08-05,Cheque,completed,2025-12-18T21:11:42.984Z,133818,KEEP,24209-10.00-2025-08-04 to 2025-08-05
24209,10.00,2025-08-04,2025-08-04,Card,completed,2025-11-11T11:33:04.318Z,19588,REMOVE,24209-10.00-2025-08-04 to 2025-08-05
24212,180.00,2025-08-14,2025-08-14,Credit Card,completed,2025-12-18T21:11:42.264Z,133701,KEEP,24212-180.00-2025-08-13 to 2025-08-14
24212,180.00,2025-08-13,2025-08-13,Card,completed,2025-11-11T11:33:04.318Z,19652,REMOVE,24212-180.00-2025-08-13 to 2025-08-14
24244,100.00,2025-09-29,2025-09-29,Other,completed,2025-12-18T21:11:41.539Z,133473,KEEP,24244-100.00-2025-09-28 to 2025-09-29
24244,100.00,2025-09-28,2025-09-28,Other,completed,2025-11-13T12:54:19.091Z,105186,REMOVE,24244-100.00-2025-09-28 to 2025-09-29
24255,72.00,2025-10-31,2025-10-31,Cash,completed,2025-12-18T21:11:39.669Z,132862,KEEP,24255-72.00-2025-10-30 to 2025-10-31
24255,72.00,2025-10-30,2025-10-30,Cash,completed,2025-11-13T12:54:17.215Z,104655,REMOVE,24255-72.00-2025-10-30 to 2025-10-31
24265,500.00,2025-12-17,2025-12-17,Credit Card,completed,2025-12-18T21:11:38.739Z,132615,KEEP,24265-500.00-2025-12-17
24265,500.00,2025-12-17,2025-12-18,credit_card,completed,2025-12-18T11:39:54.426Z,132595,REMOVE,24265-500.00-2025-12-17
24280,10.00,2024-12-19,2024-12-19,Credit Card,completed,2025-12-18T21:11:46.394Z,135076,KEEP,24280-10.00-2024-12-18 to 2024-12-19
24280,10.00,2024-12-18,2024-12-18,Credit Card,completed,2025-11-13T12:48:00.094Z,99493,REMOVE,24280-10.00-2024-12-18 to 2024-12-19
24280,18.00,2025-03-26,2025-03-26,Credit Card,completed,2025-12-18T21:11:45.449Z,134740,KEEP,24280-18.00-2025-03-25 to 2025-03-26
24280,18.00,2025-03-25,2025-03-25,Credit Card,completed,2025-11-13T12:48:06.749Z,100829,REMOVE,24280-18.00-2025-03-25 to 2025-03-26
24280,18.00,2025-04-08,2025-04-08,Credit Card,completed,2025-12-18T21:11:45.074Z,134642,KEEP,24280-18.00-2025-04-07 to 2025-04-08
24280,18.00,2025-04-07,2025-04-07,Credit Card,completed,2025-11-13T12:48:06.749Z,100788,REMOVE,24280-18.00-2025-04-07 to 2025-04-08
24301,108.00,2025-09-04,2025-09-04,Credit Card,completed,2025-12-18T21:11:42.264Z,133649,KEEP,24301-108.00-2025-09-03 to 2025-09-04
24301,108.00,2025-09-03,2025-09-03,Credit Card,completed,2025-11-13T12:48:01.908Z,99725,REMOVE,24301-108.00-2025-09-03 to 2025-09-04
24311,3600.00,2025-08-04,2025-08-04,Credit Card,completed,2025-12-18T21:11:42.984Z,133825,KEEP,24311-3600.00-2025-08-03 to 2025-08-04
24311,3600.00,2025-08-03,2025-08-03,Card,completed,2025-11-11T11:33:04.318Z,19993,REMOVE,24311-3600.00-2025-08-03 to 2025-08-04
24315,25.00,2024-12-29,2024-12-29,Credit Card,completed,2025-12-18T21:11:46.394Z,135015,KEEP,24315-25.00-2024-12-28 to 2024-12-29
24315,25.00,2024-12-28,2024-12-28,Card,completed,2025-11-11T11:33:04.318Z,20006,REMOVE,24315-25.00-2024-12-28 to 2024-12-29
24319,1800.00,2024-12-30,2024-12-30,Credit Card,completed,2025-12-18T21:11:46.039Z,135008,KEEP,24319-1800.00-2024-12-29 to 2024-12-30
24319,1800.00,2024-12-29,2024-12-29,Credit Card,completed,2025-11-13T12:48:01.908Z,99679,REMOVE,24319-1800.00-2024-12-29 to 2024-12-30
24320,18.00,2025-03-26,2025-03-26,Cheque,completed,2025-12-18T21:11:45.449Z,134731,KEEP,24320-18.00-2025-03-25 to 2025-03-26
24320,18.00,2025-03-25,2025-03-25,Card,completed,2025-11-11T11:33:04.318Z,20018,REMOVE,24320-18.00-2025-03-25 to 2025-03-26
4708,100.00,2025-02-07,2025-02-07,Credit Card,completed,2025-12-18T21:11:45.669Z,134909,KEEP,4708-100.00-2025-02-06 to 2025-02-07
4708,100.00,2025-02-06,2025-02-06,Credit Card,completed,2025-11-13T12:48:10.532Z,101708,REMOVE,4708-100.00-2025-02-06 to 2025-02-07
4708,100.00,2025-04-18,2025-04-18,Credit Card,completed,2025-12-18T21:11:44.469Z,134330,KEEP,4708-100.00-2025-04-17 to 2025-04-18
4708,100.00,2025-04-17,2025-04-17,Credit Card,completed,2025-11-13T12:48:10.532Z,101654,REMOVE,4708-100.00-2025-04-17 to 2025-04-18
24351,18.00,2025-09-30,2025-09-30,Cheque,completed,2025-12-18T21:11:41.158Z,133367,KEEP,24351-18.00-2025-09-28 to 2025-09-30
24351,18.00,2025-09-28,2025-09-28,Card,completed,2025-11-13T12:48:10.532Z,101521,REMOVE,24351-18.00-2025-09-28 to 2025-09-30
24361,1800.00,2025-08-05,2025-08-05,Cheque,completed,2025-12-18T21:11:42.984Z,133821,KEEP,24361-1800.00-2025-08-04 to 2025-08-05
24361,1800.00,2025-08-04,2025-08-04,Card,completed,2025-11-11T11:33:04.913Z,20334,REMOVE,24361-1800.00-2025-08-04 to 2025-08-05
24364,150.00,2025-07-02,2025-07-02,Cheque,completed,2025-12-18T21:11:43.349Z,133962,KEEP,24364-150.00-2025-07-01 to 2025-07-02
24364,150.00,2025-07-01,2025-07-01,Card,completed,2025-11-11T11:33:04.913Z,20342,REMOVE,24364-150.00-2025-07-01 to 2025-07-02
24366,20.00,2025-11-01,2025-11-01,Credit Card,completed,2025-12-18T21:11:39.669Z,132846,KEEP,24366-20.00-2025-10-31 to 2025-11-01
24366,20.00,2025-10-31,2025-10-31,Credit Card,completed,2025-11-13T12:48:06.749Z,100859,REMOVE,24366-20.00-2025-10-31 to 2025-11-01
24366,20.00,2025-10-27,2025-10-27,Credit Card,completed,2025-12-18T21:11:39.669Z,132879,KEEP,24366-20.00-2025-10-26 to 2025-10-27
24366,20.00,2025-10-26,2025-10-26,Credit Card,completed,2025-11-13T12:48:08.394Z,100865,REMOVE,24366-20.00-2025-10-26 to 2025-10-27
24366,10.00,2025-11-22,2025-11-22,Credit Card,completed,2025-12-18T21:11:39.255Z,132768,KEEP,24366-10.00-2025-11-22
24366,10.00,2025-11-22,2025-11-28,credit_card,completed,2025-12-09T12:33:46.083Z,132545,REMOVE,24366-10.00-2025-11-22
24366,20.00,2025-11-09,2025-11-09,Credit Card,completed,2025-12-18T21:11:39.255Z,132799,KEEP,24366-20.00-2025-11-08 to 2025-11-09
24366,20.00,2025-11-08,2025-11-08,Credit Card,completed,2025-11-13T12:48:02.789Z,100016,REMOVE,24366-20.00-2025-11-08 to 2025-11-09
24366,10.00,2025-12-15,2025-12-15,Credit Card,completed,2025-12-18T21:11:38.739Z,132626,KEEP,24366-10.00-2025-12-15
24366,10.00,2025-12-15,2025-12-18,credit_card,completed,2025-12-18T12:02:21.125Z,132603,REMOVE,24366-10.00-2025-12-15
24366,20.00,2023-07-25,2023-07-25,Card,completed,2025-11-11T11:33:04.913Z,20420,KEEP,24366-20.00-2023-07-24 to 2023-07-25
24366,20.00,2023-07-24,2023-07-24,Card,completed,2025-11-11T11:33:04.913Z,20421,REMOVE,24366-20.00-2023-07-24 to 2023-07-25
24366,20.00,2020-12-30,2020-12-30,Card,completed,2025-11-11T11:33:04.913Z,20548,KEEP,24366-20.00-2020-12-29 to 2020-12-30
24366,20.00,2020-12-29,2020-12-29,Card,completed,2025-11-11T11:33:04.913Z,20549,REMOVE,24366-20.00-2020-12-29 to 2020-12-30
24367,72.00,2025-08-14,2025-08-14,Credit Card,completed,2025-12-18T21:11:42.264Z,133697,KEEP,24367-72.00-2025-08-13 to 2025-08-14
24367,72.00,2025-08-13,2025-08-13,Card,completed,2025-11-11T11:33:05.599Z,20568,REMOVE,24367-72.00-2025-08-13 to 2025-08-14
24380,36.00,2025-09-30,2025-09-30,Cheque,completed,2025-12-18T21:11:41.158Z,133384,KEEP,24380-36.00-2025-09-28 to 2025-09-30
24380,36.00,2025-09-28,2025-09-28,Card,completed,2025-11-13T12:48:10.532Z,101536,REMOVE,24380-36.00-2025-09-28 to 2025-09-30
24383,72.00,2024-12-31,2024-12-31,Credit Card,completed,2025-12-18T21:11:46.039Z,134975,KEEP,24383-72.00-2024-12-30 to 2024-12-31
24383,72.00,2024-12-30,2024-12-30,Credit Card,completed,2025-11-13T12:48:00.094Z,99657,REMOVE,24383-72.00-2024-12-30 to 2024-12-31
24399,72.00,2024-12-03,2024-12-03,Credit Card,completed,2025-12-18T21:11:46.754Z,135146,KEEP,24399-72.00-2024-12-02 to 2024-12-03
24399,72.00,2024-12-02,2024-12-02,Credit Card,completed,2025-11-13T12:48:02.789Z,100060,REMOVE,24399-72.00-2024-12-02 to 2024-12-03
24399,180.00,2025-02-24,2025-02-24,Credit Card,completed,2025-12-18T21:11:45.669Z,134880,KEEP,24399-180.00-2025-02-23 to 2025-02-24
24399,180.00,2025-02-23,2025-02-23,Credit Card,completed,2025-11-13T12:48:01.908Z,99754,REMOVE,24399-180.00-2025-02-23 to 2025-02-24
24399,180.00,2025-04-04,2025-04-04,Credit Card,completed,2025-12-18T21:11:45.074Z,134667,KEEP,24399-180.00-2025-04-03 to 2025-04-04
24399,180.00,2025-04-03,2025-04-03,Credit Card,completed,2025-11-13T12:48:06.749Z,100805,REMOVE,24399-180.00-2025-04-03 to 2025-04-04
24399,180.00,2025-06-19,2025-06-19,Credit Card,completed,2025-12-18T21:11:43.349Z,134005,KEEP,24399-180.00-2025-06-18 to 2025-06-19
24399,180.00,2025-06-18,2025-06-18,Credit Card,completed,2025-11-13T12:48:08.394Z,101044,REMOVE,24399-180.00-2025-06-18 to 2025-06-19
24399,180.00,2025-08-08,2025-08-08,Credit Card,completed,2025-12-18T21:11:42.629Z,133789,KEEP,24399-180.00-2025-08-07 to 2025-08-08
24399,180.00,2025-08-07,2025-08-07,Card,completed,2025-11-11T11:33:05.599Z,20685,REMOVE,24399-180.00-2025-08-07 to 2025-08-08
24410,180.00,2024-10-09,2024-10-09,Credit Card,completed,2025-12-18T21:11:46.754Z,135175,KEEP,24410-180.00-2024-10-08 to 2024-10-10
24410,180.00,2024-10-08,2024-10-08,Credit Card,completed,2025-11-13T12:54:15.013Z,104258,REMOVE,24410-180.00-2024-10-08 to 2024-10-10
24410,180.00,2024-10-10,2024-10-10,Card,completed,2025-11-11T11:33:05.599Z,20770,REMOVE,24410-180.00-2024-10-08 to 2024-10-10
24410,108.00,2024-12-31,2024-12-31,Credit Card,completed,2025-12-18T21:11:46.039Z,134977,KEEP,24410-108.00-2024-12-30 to 2024-12-31
24410,108.00,2024-12-30,2024-12-30,Credit Card,completed,2025-11-13T12:48:00.094Z,99659,REMOVE,24410-108.00-2024-12-30 to 2024-12-31
24410,180.00,2025-04-10,2025-04-10,Credit Card,completed,2025-12-18T21:11:44.869Z,134572,KEEP,24410-180.00-2025-04-09 to 2025-04-10
24410,180.00,2025-04-09,2025-04-09,Credit Card,completed,2025-11-13T12:48:06.749Z,100775,REMOVE,24410-180.00-2025-04-09 to 2025-04-10
24410,180.00,2025-09-28,2025-09-28,Credit Card,completed,2025-12-18T21:11:41.539Z,133488,KEEP,24410-180.00-2025-09-27 to 2025-09-28
24410,180.00,2025-09-27,2025-09-27,Credit Card,completed,2025-11-13T12:48:08.394Z,100913,REMOVE,24410-180.00-2025-09-27 to 2025-09-28
24419,360.00,2024-12-31,2024-12-31,Credit Card,completed,2025-12-18T21:11:46.039Z,135003,KEEP,24419-360.00-2024-12-30 to 2024-12-31
24419,360.00,2024-12-30,2024-12-30,Credit Card,completed,2025-11-13T12:48:01.908Z,99677,REMOVE,24419-360.00-2024-12-30 to 2024-12-31
24430,36.00,2025-01-11,2025-01-11,Credit Card,completed,2025-12-18T21:11:46.039Z,134944,KEEP,24430-36.00-2025-01-10 to 2025-01-11
24430,36.00,2025-01-10,2025-01-10,Credit Card,completed,2025-11-13T12:48:10.532Z,101725,REMOVE,24430-36.00-2025-01-10 to 2025-01-11
24430,36.00,2025-03-28,2025-03-28,Credit Card,completed,2025-12-18T21:11:45.449Z,134722,KEEP,24430-36.00-2025-03-27 to 2025-03-28
24430,36.00,2025-03-27,2025-03-27,Credit Card,completed,2025-11-13T12:48:10.532Z,101680,REMOVE,24430-36.00-2025-03-27 to 2025-03-28
24430,50.00,2025-03-13,2025-03-13,Credit Card,completed,2025-12-18T21:11:45.449Z,134796,KEEP,24430-50.00-2025-03-12 to 2025-03-13
24430,50.00,2025-03-12,2025-03-12,Credit Card,completed,2025-11-13T12:48:06.749Z,100837,REMOVE,24430-50.00-2025-03-12 to 2025-03-13
24430,54.00,2025-04-26,2025-04-26,Credit Card,completed,2025-12-18T21:11:44.269Z,134287,KEEP,24430-54.00-2025-04-25 to 2025-04-26
24430,54.00,2025-04-25,2025-04-25,Credit Card,completed,2025-11-13T12:48:02.789Z,100037,REMOVE,24430-54.00-2025-04-25 to 2025-04-26
24430,52.00,2025-10-30,2025-10-30,Credit Card,completed,2025-12-18T21:11:39.669Z,132875,KEEP,24430-52.00-2025-10-29 to 2025-10-30
24430,52.00,2025-10-29,2025-10-29,Credit Card,completed,2025-11-13T12:48:08.394Z,100863,REMOVE,24430-52.00-2025-10-29 to 2025-10-30
24461,50.00,2025-03-28,2025-03-28,Credit Card,completed,2025-12-18T21:11:45.449Z,134719,KEEP,24461-50.00-2025-03-27 to 2025-03-28
24461,50.00,2025-03-27,2025-03-27,Credit Card,completed,2025-11-13T12:48:02.789Z,100131,REMOVE,24461-50.00-2025-03-27 to 2025-03-28
24461,36.00,2025-11-05,2025-11-05,Credit Card,completed,2025-12-18T21:11:39.669Z,132842,KEEP,24461-36.00-2025-11-04 to 2025-11-05
24461,36.00,2025-11-04,2025-11-04,Credit Card,completed,2025-11-13T12:48:02.789Z,100099,REMOVE,24461-36.00-2025-11-04 to 2025-11-05
24462,50.00,2025-04-15,2025-04-15,Cheque,completed,2025-12-18T21:11:44.469Z,134356,KEEP,24462-50.00-2025-04-14 to 2025-04-15
24462,50.00,2025-04-14,2025-04-14,Card,completed,2025-11-11T11:33:06.233Z,21060,REMOVE,24462-50.00-2025-04-14 to 2025-04-15
24465,360.00,2025-10-01,2025-10-01,Credit Card,completed,2025-12-18T21:11:41.158Z,133329,KEEP,24465-360.00-2025-09-30 to 2025-10-01
24465,360.00,2025-09-30,2025-09-30,Credit Card,completed,2025-11-13T12:48:08.394Z,100899,REMOVE,24465-360.00-2025-09-30 to 2025-10-01
24492,36.00,2024-12-19,2024-12-19,Credit Card,completed,2025-12-18T21:11:46.394Z,135077,KEEP,24492-36.00-2024-12-18 to 2024-12-19
24492,36.00,2024-12-18,2024-12-18,Card,completed,2025-11-11T11:33:06.233Z,21275,REMOVE,24492-36.00-2024-12-18 to 2024-12-19
24492,18.00,2025-02-05,2025-02-05,Credit Card,completed,2025-12-18T21:11:46.039Z,134913,KEEP,24492-18.00-2025-02-04 to 2025-02-05
24492,18.00,2025-02-04,2025-02-04,Credit Card,completed,2025-11-13T12:48:10.532Z,101711,REMOVE,24492-18.00-2025-02-04 to 2025-02-05
24492,18.00,2025-03-16,2025-03-16,Credit Card,completed,2025-12-18T21:11:45.449Z,134790,KEEP,24492-18.00-2025-03-15 to 2025-03-16
24492,18.00,2025-03-15,2025-03-15,Credit Card,completed,2025-11-13T12:48:10.532Z,101692,REMOVE,24492-18.00-2025-03-15 to 2025-03-16
24492,18.00,2025-04-11,2025-04-11,Credit Card,completed,2025-12-18T21:11:44.869Z,134571,KEEP,24492-18.00-2025-04-10 to 2025-04-11
24492,18.00,2025-04-10,2025-04-10,Credit Card,completed,2025-11-13T12:48:10.532Z,101657,REMOVE,24492-18.00-2025-04-10 to 2025-04-11
24492,18.00,2025-05-06,2025-05-06,Credit Card,completed,2025-12-18T21:11:44.269Z,134213,KEEP,24492-18.00-2025-05-05 to 2025-05-06
24492,18.00,2025-05-05,2025-05-05,Credit Card,completed,2025-11-13T12:48:02.789Z,100034,REMOVE,24492-18.00-2025-05-05 to 2025-05-06
24492,36.00,2025-07-08,2025-07-08,Credit Card,completed,2025-12-18T21:11:43.349Z,133932,KEEP,24492-36.00-2025-07-07 to 2025-07-08
24492,36.00,2025-07-07,2025-07-07,Card,completed,2025-11-11T11:33:06.233Z,21274,REMOVE,24492-36.00-2025-07-07 to 2025-07-08
24492,36.00,2025-08-25,2025-08-25,Credit Card,completed,2025-12-18T21:11:42.264Z,133668,KEEP,24492-36.00-2025-08-24 to 2025-08-25
24492,36.00,2025-08-24,2025-08-24,Card,completed,2025-11-11T11:33:06.233Z,21273,REMOVE,24492-36.00-2025-08-24 to 2025-08-25
24492,36.00,2025-12-14,2025-12-14,Credit Card,completed,2025-12-18T21:11:38.739Z,132631,KEEP,24492-36.00-2025-12-14
