db_id,contact_id,amount,payment_date,campaign_id,category_id,payment_method,notes
164965,71694,20.00,2006-02-09,1082,77,Cash,Donation | Imported from RE | constituentId: 6245
166222,82905,150.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 5546
166223,71295,75.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 15637
166224,73356,150.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 12945
166225,83522,150.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 14977
166226,71694,50.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 6245
166227,85077,150.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 8514
166228,72757,37.50,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 8568
166229,73198,200.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 2175
166230,83525,75.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 14671
166231,85935,75.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 12568
166232,86194,75.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 3775
166233,73956,150.00,2014-07-03,1082,85,Cash,Donation | Imported from RE | constituentId: 2206
166234,73605,100.00,2014-07-03,,154,Cash,Donation | Imported from RE | constituentId: 14901
166235,86557,50.00,2014-07-03,1082,85,Cash,GiftInKind | Imported from RE | constituentId: 16238
166236,72744,100.00,2014-07-07,1082,163,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 11206
166237,72236,20.83,2014-07-07,1082,80,CreditCard,RecurringGift | Imported from RE | constituentId: 115
166238,71132,150.00,2014-07-11,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166239,72300,175.00,2014-07-11,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166240,71246,1000.00,2014-07-14,1082,108,Cash,Donation | Imported from RE | constituentId: 3527
166241,84592,310.00,2014-07-14,,164,Cash,Donation | Imported from RE | constituentId: 16239
166242,70449,30856.08,2014-07-14,,147,Cash,Donation | Imported from RE | constituentId: 12714
166243,82751,20.00,2014-07-15,1082,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166244,70439,25.00,2014-07-15,1082,85,Cash,Donation | Imported from RE | constituentId: 7604
166245,70558,50.00,2014-07-15,1082,80,Cash,Donation | Imported from RE | constituentId: 11975
166246,82608,300.00,2014-07-15,1082,109,Cash,Donation | Imported from RE | constituentId: 14570
166247,72231,100.00,2014-07-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166248,83703,175.00,2014-07-30,,160,CreditCard,Donation | Imported from RE | constituentId: 15796
166249,86391,500.00,2014-07-30,1082,80,Cash,Donation | Imported from RE | constituentId: 16246
166250,85897,50.00,2014-08-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166251,82751,75.00,2014-08-01,1082,80,Cash,Donation | Imported from RE | constituentId: 14673
166252,85720,175.00,2014-08-04,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166253,72236,20.83,2014-08-11,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166254,72744,100.00,2014-08-11,1082,163,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 11206
166255,82751,20.00,2014-08-15,1082,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166256,72231,100.00,2014-08-19,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166257,72300,135.00,2014-08-25,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166258,85897,50.00,2014-09-02,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166259,72236,20.83,2014-09-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166260,85720,175.00,2014-09-05,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166261,72744,100.00,2014-09-08,1082,163,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 11206
166262,82751,20.00,2014-09-15,1082,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166263,72231,100.00,2014-09-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166264,72300,175.00,2014-09-18,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166265,72236,100.00,2014-09-19,1082,80,Cash,Donation | Imported from RE | constituentId: 115
166266,71132,250.00,2014-09-24,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166267,85897,50.00,2014-10-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166268,72236,20.83,2014-10-06,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166269,85720,175.00,2014-10-06,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166270,72744,100.00,2014-10-07,1082,163,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 11206
166271,72300,175.00,2014-10-07,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166272,84268,175.00,2014-10-07,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166273,70557,16.37,2014-10-09,1082,74,Cash,Donation | Imported from RE | constituentId: 16315
166274,82751,20.00,2014-10-16,1082,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166275,72231,100.00,2014-10-21,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166276,86693,70.00,2014-10-21,,175,CreditCard,Donation | Imported from RE | constituentId: 16138
166277,70449,22968.79,2014-10-24,,147,Cash,Donation | Imported from RE | constituentId: 12714
166278,85897,50.00,2014-11-03,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166279,74037,138.00,2014-11-03,1082,77,Cash,GiftInKind | Imported from RE | constituentId: 16320
166280,72236,20.83,2014-11-10,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166281,72744,100.00,2014-11-10,1082,163,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 11206
166282,84268,200.00,2014-11-10,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166283,85720,80.00,2014-11-10,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166284,70557,16.81,2014-11-11,1082,74,Cash,Donation | Imported from RE | constituentId: 16315
166285,72231,100.00,2014-11-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166286,72300,375.00,2014-11-21,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166287,85897,50.00,2014-12-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166288,82751,200.00,2014-12-01,1083,97,Cash,Donation | Imported from RE | constituentId: 14673
166289,72236,20.83,2014-12-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166290,71559,100.00,2014-12-05,,160,CreditCard,Donation | Imported from RE | constituentId: 15805
166291,71559,40.00,2014-12-05,,160,CreditCard,RecurringGift | Imported from RE | constituentId: 15805
166292,85014,300.00,2014-12-05,,140,Cash,Donation | Imported from RE | constituentId: 3048
166293,72744,100.00,2014-12-08,1082,163,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 11206
166294,72135,150.00,2014-12-08,,169,CreditCard,Donation | Imported from RE | constituentId: 16341
166295,82751,40.00,2014-12-09,1083,97,CreditCard,RecurringGift | Imported from RE | constituentId: 14673
166296,74158,100.00,2014-12-11,1082,77,Cash,Donation | Imported from RE | constituentId: 8111
166297,82916,25.00,2014-12-11,1082,77,Cash,Donation | Imported from RE | constituentId: 2754
166298,70670,25.00,2014-12-11,1082,77,Cash,Donation | Imported from RE | constituentId: 6202
166299,71132,200.00,2014-12-12,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166300,82751,25.00,2014-12-15,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166301,73353,100.00,2014-12-17,1082,77,Cash,Donation | Imported from RE | constituentId: 16260
166302,85190,100.00,2014-12-17,1082,87,Cash,Donation | Imported from RE | constituentId: 14383
166303,72231,100.00,2014-12-19,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166304,74160,20.00,2014-12-22,1082,77,Cash,Donation | Imported from RE | constituentId: 9020
166305,82755,50.00,2014-12-22,1082,77,Cash,Donation | Imported from RE | constituentId: 2750
166306,84136,100.00,2014-12-22,1082,80,Cash,Donation | Imported from RE | constituentId: 1129
166307,74205,25.00,2014-12-22,1082,77,Cash,Donation | Imported from RE | constituentId: 5357
166308,86321,600.00,2014-12-30,1082,77,Cash,GiftInKind | Imported from RE | constituentId: 14801
166309,71651,50.00,2014-12-30,1082,80,Cash,Donation | Imported from RE | constituentId: 8618
166310,82905,100.00,2014-12-30,1082,74,Cash,Donation | Imported from RE | constituentId: 5546
166311,71774,10000.00,2014-12-31,1082,80,Cash,Donation | Imported from RE | constituentId: 6786
166312,83716,50.00,2014-12-31,1082,80,Cash,Donation | Imported from RE | constituentId: 1077
166313,72236,20.83,2015-01-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166314,85897,50.00,2015-01-05,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166315,85249,100.00,2015-01-05,1082,77,Cash,Donation | Imported from RE | constituentId: 15046
166316,71286,75.00,2015-01-05,1082,80,Cash,Donation | Imported from RE | constituentId: 67
166317,73368,1000.00,2015-01-06,1083,97,Cash,Donation | Imported from RE | constituentId: 223
166318,86392,2500.00,2015-01-06,1082,74,Cash,Donation | Imported from RE | constituentId: 16355
166319,85720,120.00,2015-01-08,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166320,71132,220.00,2015-01-09,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166321,82751,25.00,2015-01-16,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166322,73956,100.00,2015-01-16,1082,80,Cash,Donation | Imported from RE | constituentId: 2206
166323,86693,575.00,2015-01-16,,169,CreditCard,Donation | Imported from RE | constituentId: 16138
166324,86693,50.00,2015-01-16,,175,CreditCard,Donation | Imported from RE | constituentId: 16138
166325,84268,190.00,2015-01-16,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166326,72231,100.00,2015-01-19,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166327,82751,200.00,2015-02-02,1082,87,Cash,Donation | Imported from RE | constituentId: 14673
166328,71482,1000.00,2015-02-02,1082,87,Cash,Donation | Imported from RE | constituentId: 16150
166329,85897,50.00,2015-02-02,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166330,71559,40.00,2015-02-03,,160,CreditCard,RecurringGift | Imported from RE | constituentId: 15805
166331,72236,20.83,2015-02-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166332,71559,80.00,2015-02-09,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166333,71910,200.00,2015-02-11,,87,CreditCard,Donation | Imported from RE | constituentId: 16373
166334,84941,100.00,2015-02-13,,168,Cash,Donation | Imported from RE | constituentId: 16528
166335,82888,300.00,2015-02-13,1082,74,Cash,Donation | Imported from RE | constituentId: 15525
166336,70296,189.00,2015-02-13,,168,Cash,Donation | Imported from RE | constituentId: 16538
166337,86693,1400.00,2015-02-13,,169,CreditCard,Donation | Imported from RE | constituentId: 16138
166338,72231,100.00,2015-02-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166339,82751,25.00,2015-02-18,1083,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166340,70557,20.72,2015-02-25,1082,74,Cash,Donation | Imported from RE | constituentId: 16315
166341,85163,25.00,2015-02-25,,162,Cash,Donation | Imported from RE | constituentId: 2777
166342,70193,3000.00,2015-02-25,1082,87,Cash,GiftInKind | Imported from RE | constituentId: 9581
166343,85897,50.00,2015-03-02,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166344,70546,1465.00,2015-03-02,,160,CreditCard,Donation | Imported from RE | constituentId: 15531
166345,73296,1485.00,2015-03-04,,160,CreditCard,Donation | Imported from RE | constituentId: 16647
166346,72135,10.00,2015-03-04,,169,CreditCard,Donation | Imported from RE | constituentId: 16341
166347,72236,20.83,2015-03-06,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166348,71132,345.00,2015-03-06,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166349,71559,40.00,2015-03-09,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166350,71718,100.00,2015-03-09,,169,CreditCard,Donation | Imported from RE | constituentId: 16176
166351,82751,25.00,2015-03-16,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166352,72231,100.00,2015-03-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166353,70365,100.00,2015-03-19,,150,Cash,Donation | Imported from RE | constituentId: 10708
166354,70216,100.00,2015-03-23,,150,Cash,Donation | Imported from RE | constituentId: 16735
166355,84268,120.00,2015-03-31,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166356,85897,50.00,2015-04-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166357,84268,160.00,2015-04-03,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166358,72300,205.00,2015-04-07,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166359,72236,20.83,2015-04-07,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166360,73605,50.00,2015-04-09,,154,Cash,Donation | Imported from RE | constituentId: 14901
166361,73353,50.00,2015-04-09,,150,Cash,Donation | Imported from RE | constituentId: 16260
166362,85720,215.00,2015-04-10,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166363,71559,215.00,2015-04-13,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166364,82751,50.00,2015-04-14,,150,Cash,Donation | Imported from RE | constituentId: 14673
166365,82699,500.00,2015-04-14,,150,Cash,Donation | Imported from RE | constituentId: 7056
166366,73395,1000.00,2015-04-14,,150,Cash,Donation | Imported from RE | constituentId: 11751
166367,70191,1000.00,2015-04-14,,150,Cash,Donation | Imported from RE | constituentId: 15818
166368,83148,50.00,2015-04-15,,154,Cash,Donation | Imported from RE | constituentId: 12739
166369,82751,25.00,2015-04-15,1083,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166370,83481,100.00,2015-04-17,,154,Cash,Donation | Imported from RE | constituentId: 5828
166371,72231,100.00,2015-04-20,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166372,72588,3000.00,2015-04-27,,154,Cash,Donation | Imported from RE | constituentId: 12748
166373,83221,500.00,2015-04-27,,150,Cash,Donation | Imported from RE | constituentId: 3327
166374,85897,50.00,2015-05-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166375,85720,175.00,2015-05-04,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166376,72236,20.83,2015-05-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166377,82607,50.00,2015-05-07,,140,Cash,Donation | Imported from RE | constituentId: 16769
166378,82751,67.50,2015-05-07,1082,87,Cash,GiftInKind | Imported from RE | constituentId: 14673
166379,71571,1500.00,2015-05-07,1082,89,Cash,Donation | Imported from RE | constituentId: 10239
166380,70449,23370.71,2015-05-07,,147,Cash,Donation | Imported from RE | constituentId: 12714
166381,70449,24210.40,2015-05-07,,147,Cash,Donation | Imported from RE | constituentId: 12714
166382,71559,175.00,2015-05-08,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166383,70557,8.64,2015-05-12,1082,74,Cash,Donation | Imported from RE | constituentId: 16315
166384,82751,25.00,2015-05-15,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166385,71132,200.00,2015-05-15,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166386,84268,175.00,2015-05-15,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166387,73740,200.00,2015-05-15,1082,85,Cash,Donation | Imported from RE | constituentId: 235
166388,84592,180.00,2015-05-18,,164,Cash,Donation | Imported from RE | constituentId: 16239
166389,82608,300.00,2015-05-18,1082,109,Cash,Donation | Imported from RE | constituentId: 14570
166390,73935,100.00,2015-05-18,1082,89,Cash,Donation | Imported from RE | constituentId: 16783
166391,72231,100.00,2015-05-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166392,71132,200.00,2015-05-29,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166393,85897,50.00,2015-06-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166394,71132,185.00,2015-06-01,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166395,72236,20.83,2015-06-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166396,72300,175.00,2015-06-05,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166397,71559,175.00,2015-06-08,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166398,85720,175.00,2015-06-08,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166399,85700,900.00,2015-06-12,1082,85,CreditCard,Donation | Imported from RE | constituentId: 15051
166400,84268,175.00,2015-06-12,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166401,82703,50.00,2015-06-12,1082,80,Cash,Donation | Imported from RE | constituentId: 16790
166402,83865,40.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 1099
166403,72392,150.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 129
166404,70514,150.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 1575
166405,71286,75.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 67
166406,85935,150.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 12568
166407,82986,150.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 10966
166408,85077,150.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 8514
166409,73956,150.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 2206
166410,70439,50.00,2015-06-12,1082,85,Cash,Donation | Imported from RE | constituentId: 7604
166411,82779,250.00,2015-06-12,1082,80,Cash,Donation | Imported from RE | constituentId: 16793
166412,71246,1000.00,2015-06-12,1082,108,Cash,Donation | Imported from RE | constituentId: 3527
166413,72231,100.00,2015-06-22,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166414,82751,25.00,2015-06-22,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166415,70558,50.00,2015-07-01,1082,80,Cash,Donation | Imported from RE | constituentId: 11975
166416,84592,10.00,2015-07-01,1082,80,Cash,Donation | Imported from RE | constituentId: 16239
166417,83962,100.00,2015-07-01,1082,85,Cash,Donation | Imported from RE | constituentId: 3579
166418,83525,150.00,2015-07-01,1082,85,Cash,Donation | Imported from RE | constituentId: 14671
166419,82905,150.00,2015-07-01,1082,85,Cash,Donation | Imported from RE | constituentId: 5546
166420,70692,50.00,2015-07-01,,164,Cash,Donation | Imported from RE | constituentId: 16799
166421,82602,150.00,2015-07-01,1082,109,Cash,Donation | Imported from RE | constituentId: 16801
166422,85897,50.00,2015-07-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166423,72236,20.83,2015-07-06,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166424,71132,350.00,2015-07-06,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166425,71559,175.00,2015-07-12,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166426,72300,175.00,2015-07-12,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166427,72231,100.00,2015-07-20,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166428,82751,25.00,2015-07-20,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166429,85720,175.00,2015-07-20,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166430,73781,50.00,2015-07-20,1082,85,Cash,Donation | Imported from RE | constituentId: 16805
166431,73198,200.00,2015-07-20,1082,85,Cash,Donation | Imported from RE | constituentId: 2175
166432,83522,150.00,2015-07-20,1082,85,Cash,Donation | Imported from RE | constituentId: 14977
166433,70225,100.00,2015-07-23,,150,Cash,Donation | Imported from RE | constituentId: 7907
166434,70754,2500.00,2015-07-23,,150,Cash,Donation | Imported from RE | constituentId: 14855
166435,70449,29444.62,2015-07-23,,147,Cash,Donation | Imported from RE | constituentId: 12714
166436,83189,37.00,2015-07-28,1082,80,Cash,GiftInKind | Imported from RE | constituentId: 11219
166437,84268,175.00,2015-07-31,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166438,85897,50.00,2015-08-03,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166439,72236,20.83,2015-08-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166440,72300,175.00,2015-08-05,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166441,84268,195.00,2015-08-07,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166442,71559,175.00,2015-08-10,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166443,85720,175.00,2015-08-10,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166444,86128,1000.00,2015-08-11,1082,80,Cash,Donation | Imported from RE | constituentId: 14778
166445,86128,500.00,2015-08-11,1082,80,Cash,Donation | Imported from RE | constituentId: 14778
166446,72231,100.00,2015-08-19,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166447,82751,25.00,2015-08-19,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166448,85897,50.00,2015-09-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166449,71132,195.00,2015-09-04,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166450,70557,11.92,2015-09-04,1082,74,Cash,Donation | Imported from RE | constituentId: 16315
166451,85720,175.00,2015-09-04,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166452,72236,20.83,2015-09-08,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166453,71559,175.00,2015-09-08,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166454,72300,175.00,2015-09-08,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166455,84268,205.00,2015-09-11,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166456,82751,25.00,2015-09-17,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166457,72231,100.00,2015-09-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166458,72231,300.00,2015-09-29,1082,85,Cash,Donation | Imported from RE | constituentId: 6289
166459,86194,100.00,2015-09-29,1082,85,Cash,Donation | Imported from RE | constituentId: 3775
166460,85897,50.00,2015-10-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166461,84268,205.00,2015-10-02,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166462,72236,20.83,2015-10-05,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166463,72300,175.00,2015-10-09,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166464,71132,370.00,2015-10-09,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166465,71559,175.00,2015-10-12,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166466,85720,175.00,2015-10-13,,160,CreditCard,Donation | Imported from RE | constituentId: 14998
166467,70449,23476.01,2015-10-14,,147,Cash,Donation | Imported from RE | constituentId: 12714
166468,84136,100.00,2015-10-14,1082,85,Cash,Donation | Imported from RE | constituentId: 1129
166469,82751,25.00,2015-10-15,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166470,72231,100.00,2015-10-19,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166471,84268,195.00,2015-10-30,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166472,72236,20.83,2015-11-06,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166473,85897,50.00,2015-11-06,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166474,71559,40.00,2015-11-11,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166475,72300,200.00,2015-11-11,,160,CreditCard,Donation | Imported from RE | constituentId: 15338
166476,72231,100.00,2015-11-18,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166477,82751,25.00,2015-11-18,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166478,71482,1000.00,2015-11-18,,175,Cash,Donation | Imported from RE | constituentId: 16150
166479,70557,14.26,2015-11-18,1082,74,Cash,Donation | Imported from RE | constituentId: 16315
166480,85897,50.00,2015-12-01,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166481,71132,200.00,2015-12-01,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166482,82751,250.00,2015-12-02,1082,87,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166483,84268,160.00,2015-12-02,,160,CreditCard,Donation | Imported from RE | constituentId: 16314
166484,71715,500.00,2015-12-03,1082,80,Cash,GiftInKind | Imported from RE | constituentId: 45515
166485,72236,20.83,2015-12-07,1082,80,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 115
166486,71559,40.00,2015-12-10,,160,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 15805
166487,72191,40.00,2015-12-10,,160,CreditCard,Donation | Imported from RE | constituentId: 45522
166488,82751,25.00,2015-12-16,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14673
166489,72231,100.00,2015-12-22,,145,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 6289
166490,84580,25.00,2015-12-23,1082,80,Cash,Donation | Imported from RE | constituentId: 5353
166491,71132,500.00,2015-12-23,,160,CreditCard,Donation | Imported from RE | constituentId: 15091
166492,83865,30.00,2015-12-23,,77,CreditCard,Donation | Imported from RE | constituentId: 1099
166493,74158,100.00,2015-12-23,,162,Cash,Donation | Imported from RE | constituentId: 8111
166494,74205,25.00,2015-12-23,,162,Cash,Donation | Imported from RE | constituentId: 5357
166495,82755,50.00,2015-12-23,,162,Cash,Donation | Imported from RE | constituentId: 2750
166496,82916,25.00,2015-12-23,,162,Cash,Donation | Imported from RE | constituentId: 2754
166497,73368,100.00,2015-12-29,1083,97,Cash,Donation | Imported from RE | constituentId: 223
166498,71651,100.00,2015-12-29,1082,74,Cash,Donation | Imported from RE | constituentId: 8618
166499,83716,50.00,2015-12-29,1082,80,CreditCard,Donation | Imported from RE | constituentId: 1077
166500,72392,250.00,2015-12-29,1082,80,Cash,Donation | Imported from RE | constituentId: 129
166501,85897,50.00,2016-01-04,1083,97,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 14898
166502,82905,150.00,2016-01-04,1082,74,Cash,Donation | Imported from RE | constituentId: 5546
166503,83962,100.00,2016-01-04,1082,89,Cash,Donation | Imported from RE | constituentId: 3579
166504,84457,25.00,2016-01-07,1082,74,Cash,Donation | Imported from RE | constituentId: 14060
166505,85249,100.00,2016-01-07,1082,77,Cash,Donation | Imported from RE | constituentId: 15046
166506,70670,25.00,2016-01-07,1082,77,Cash,Donation | Imported from RE | constituentId: 6202
166507,86321,600.00,2016-01-07,1082,77,Cash,GiftInKind | Imported from RE | constituentId: 14801
166508,82751,600.00,2016-01-07,1082,87,Cash,GiftInKind | Imported from RE | constituentId: 14673
